1701	1	75	485242
1701	1	75	485242
1702	1	75	485242
1703	2	75	485242
1704	2	75	485242
1705	3	75	485242
1706	3	75	485242
1706	4	75	485242
1707	4	75	485242
1707	5	75	485242
1707	5	75	485242
1707	5	75	485242
1707	5	75	485242
1707	5	75	485242
1707	5	75	485242
1707	5	75	485242
1707	5	75	485242
1708	5	75	485242
1708	5	75	485242
1709	5	75	485242
1710	6	75	485242
1710	6	75	485242
1710	6	75	485242
1711	6	75	485242
1711	7	75	485242
1711	7	75	485242
1711	7	75	485242
1712	7	75	485242
1713	7	75	485242
1714	9	75	485242
1715	9	75	485242
1715	9	75	485242
1716	9	75	485242
1717	9	75	485242
1718	9	75	485242
1719	9	75	485242
1720	10	75	485242
1721	10	75	485242
1722	13	75	485242
1723	16	75	485242
1723	16	75	485242
1724	16	75	485242
1724	17	75	485242
1724	17	75	485242
1725	17	75	485242
1726	20	75	485242
1727	22	75	485242
1728	23	75	485242
1729	24	75	485242
1729	26	75	485242
1729	26	75	485242
1730	26	75	485242
1730	27	75	485242
1731	27	75	485242
1731	29	75	485242
1732	29	75	485242
1733	30	75	485242
1734	30	75	485242
1734	31	75	485242
1734	31	75	485242
1734	31	75	485242
1735	31	75	485242
1736	33	75	485242
1737	35	76	485242
1737	35	76	485242
1737	35	76	485242
1738	35	76	485242
1739	35	76	485242
1740	36	76	485242
1741	37	76	485242
1742	40	77	485242
1743	41	77	485242
1744	44	77	485242
1744	45	77	485242
1745	45	77	485242
1745	45	77	485242
1746	45	77	485242
1747	47	79	485242
1747	48	79	485242
1748	48	79	485242
1749	48	79	485242
1749	48	79	485242
1749	48	79	485242
1750	48	79	485242
1751	49	79	485242
1752	50	80	485242
1753	51	81	485242
1754	52	81	485242
1755	53	81	485242
1756	57	83	485242
1757	59	84	485242
1758	60	84	485242
1759	62	85	485242
1760	63	87	485242
1760	64	88	485242
1761	64	88	485242
1762	64	88	485242
1763	65	88	485242
1764	67	90	485242
1765	68	90	485242
1766	69	91	485242
1767	69	91	485242
1768	70	91	485242
1768	70	91	485242
1768	70	91	485242
1769	70	91	485242
1770	73	92	485242
1770	75	94	485242
1771	75	94	485242
1771	75	94	485242
1772	75	94	485242
1773	76	94	485242
1774	78	94	485242
1774	79	95	485242
1774	79	95	485242
1774	79	95	485242
1775	79	95	485242
1775	79	95	485242
1776	79	95	485242
1777	81	96	485242
1778	81	96	485242
1779	83	96	485242
1780	84	97	485242
1781	86	97	485242
1782	85	97	485242
1783	86	103	485242
1784	87	103	485242
1785	84	103	485242
1786	85	104	485242
1787	85	105	485242
1788	85	106	485242
1789	87	108	485242
1790	89	109	485242
1791	89	110	485242
1792	88	111	485242
1793	86	112	485242
1794	85	114	485242
1795	85	115	485242
1796	86	115	485242
1797	86	115	485242
1798	88	117	485242
1799	89	120	485242
1800	87	121	485242
1801	85	121	485242
1802	85	122	485242
1803	86	123	485242
1804	87	124	485242
1805	88	126	485242
1806	88	126	485242
1807	87	126	485242
1808	87	126	485242
1809	85	127	485242
1810	85	127	485242
1811	84	129	485242
1812	85	131	485242
1812	85	131	485242
1813	85	131	485242
1814	87	131	485242
1815	88	132	485242
1816	87	134	485242
1817	87	134	485242
1818	87	135	485242
1819	84	135	485242
1820	84	137	485242
1820	85	138	485242
1821	85	138	485242
1822	86	138	485242
1823	84	139	485242
1824	82	139	485242
1825	81	141	485242
1826	81	141	485242
1826	81	141	485242
1827	81	141	485242
1828	79	143	485242
1828	79	143	485242
1829	79	143	485242
1830	80	143	485242
1831	79	143	485242
1832	77	144	485242
1833	76	144	485242
1834	75	145	485242
1834	74	145	485242
1835	74	145	485242
1836	75	145	485242
1837	73	145	485242
1838	71	145	485242
1839	71	146	485242
1840	70	146	485242
1841	70	146	485242
1842	67	146	485242
1843	67	147	485242
1843	66	147	485242
1843	66	147	485242
1844	66	147	485242
1844	66	147	485242
1844	66	147	485242
1844	66	147	485242
1845	66	147	485242
1846	65	147	485242
1847	63	147	485242
1848	63	147	485242
1849	63	147	485242
1850	61	147	485242
1850	59	147	485242
1850	59	147	485242
1851	59	147	485242
1852	56	147	485242
1853	55	147	485242
1854	55	147	485242
1854	55	147	485242
1854	55	147	485242
1854	55	147	485242
1855	55	147	485242
1856	54	147	485242
1857	53	147	485242
1857	52	147	485242
1858	52	147	485242
1858	52	147	485242
1858	52	147	485242
1858	52	147	485242
1859	52	147	485242
1860	51	147	485242
1861	47	147	485242
1861	46	147	485242
1861	46	147	485242
1862	46	147	485242
1863	45	147	485242
1863	45	147	485242
1863	45	147	485242
1863	45	147	485242
1864	45	147	485242
1865	43	147	485242
1866	43	147	485242
1867	43	147	485242
1868	40	147	485242
1868	40	147	485242
1869	40	147	485242
1870	39	147	485242
1871	37	147	485242
1871	35	147	485242
1872	35	147	485242
1873	34	147	485242
1873	34	147	485242
1873	34	147	485242
1873	34	147	485242
1873	34	147	485242
1874	34	147	485242
1874	33	147	485242
1875	33	147	485242
1876	33	147	485242
1877	31	147	485242
1878	31	147	485242
1878	30	147	485242
1879	30	147	485242
1880	28	147	485242
1880	28	147	485242
1881	28	147	485242
1882	26	147	485242
1883	25	147	485242
1884	25	147	485242
1885	21	147	485242
1885	21	147	485242
1886	21	147	485242
1886	21	147	485242
1886	21	147	485242
1887	21	147	485242
1888	21	147	485242
1888	21	147	485242
1888	21	147	485242
1888	21	147	485242
1889	21	147	485242
1890	21	147	485242
1890	21	147	485242
1891	21	147	485242
1891	20	147	485242
1891	20	147	485242
1892	20	147	485242
1893	19	147	485242
1894	18	147	485242
1895	16	147	485242
1896	15	147	485242
1896	14	147	485242
1896	14	147	485242
1896	14	147	485242
1897	14	147	485242
1898	13	147	485242
1899	13	147	485242
1900	12	147	485242
1901	11	147	485242
1901	10	147	485242
1902	10	147	485242
1903	10	147	485242
1903	10	147	485242
1903	10	147	485242
1903	10	147	485242
1903	10	147	485242
1903	10	147	485242
1904	10	147	485242
1904	10	147	485242
1905	10	147	485242
1905	9	147	485242
1905	9	147	485242
