0	40177
2011	30877	29388	30189	30173	29119	28397	28517	28033	26840	26806	27743	28919	29930	30490	31684	31767	31917	32818	33467	36402	37785	36354	36117	36710	35129	35166	34410	33302	33649	33865	34091	33372	32617	29904	29660	31290	31209	32165	34009	35796	37075	36731	38207	38979	39881	39324	40854	40034	40211	39785	38604	37508	37006	36150	35429	34422	32817	32635	32019	30867	31303	31584	32416	33316	36009	27452	25535	26152	24717	22559	20669	21051	20558	19950	18436	17632	16697	15340	14169	13550	12446	10829	9906	8414	7587	6686	5694	4839	3771	3367	3000	2700	2400	952
