YEAR	1996
POPULATION	ENGWALES
SOURCE	ONS
VAR	NAMES
GENDER	M
FORM	PROPORTION
LABELS	name	proportion
DATA
Aadam	8.79073958375848e-05
Aadil	8.79073958375848e-05
Aakash	2.82559486620808e-05
Aaman	9.41864955402694e-06
Aamir	0.000178954341527
Aaqib	1.88372991080539e-05
Aaran	6.59305468781886e-05
Aarif	9.41864955402694e-06
Aaron	0.007883409676721
Aarondeep	3.76745982161078e-05
Aarron	6.27909970268463e-05
Aarun	1.56977492567116e-05
Aasim	1.56977492567116e-05
Aatif	1.88372991080539e-05
Aatish	1.25581994053693e-05
Aayush	9.41864955402694e-06
Abanoub	9.41864955402694e-06
Abas	1.88372991080539e-05
Abass	9.41864955402694e-06
Abayomi	9.41864955402694e-06
Abbas	0.0001161633445
Abd	1.56977492567116e-05
Abdal	2.19768489593962e-05
Abdallah	2.19768489593962e-05
Abdel	1.25581994053693e-05
Abdi	3.13954985134231e-05
Abdifatah	9.41864955402694e-06
Abdimalik	9.41864955402694e-06
Abdinasir	1.25581994053693e-05
Abdirahman	4.08141480674501e-05
Abdiwali	9.41864955402694e-06
Abdoulie	9.41864955402694e-06
Abdu	1.56977492567116e-05
Abdul	0.00063104952012
Abdulah	9.41864955402694e-06
Abdul-azeez	1.25581994053693e-05
Abdulazeez	9.41864955402694e-06
Abdulaziz	2.19768489593962e-05
Abdul-aziz	9.41864955402694e-06
Abdulhamid	1.25581994053693e-05
Abdulkadir	2.19768489593962e-05
Abdul-kareem	9.41864955402694e-06
Abdulla	2.19768489593962e-05
Abdullah	0.000266861737364
Abdullahi	5.65118973241617e-05
Abdulrahman	3.76745982161078e-05
Abdulwahab	9.41864955402694e-06
Abdur	2.82559486620808e-05
Abdurahman	1.25581994053693e-05
Abdur-rahmaan	9.41864955402694e-06
Abdur-rahman	1.56977492567116e-05
Abdur-rehman	9.41864955402694e-06
Abel	2.82559486620808e-05
Abhinav	1.56977492567116e-05
Abhishek	1.56977492567116e-05
Abid	4.08141480674501e-05
Abidul	1.25581994053693e-05
Abiodun	9.41864955402694e-06
Abir	1.56977492567116e-05
Abraar	9.41864955402694e-06
Abraham	0.000125581994054
Abrahim	1.56977492567116e-05
Abram	9.41864955402694e-06
Abrar	3.13954985134231e-05
Abu	8.47678459862425e-05
Abubakar	3.45350483647655e-05
Abu-bakr	9.41864955402694e-06
Abubakr	9.41864955402694e-06
Abukar	9.41864955402694e-06
Abul	7.22096465808732e-05
Ace	1.56977492567116e-05
Acer	1.56977492567116e-05
Adal	1.88372991080539e-05
Adam	0.014247277225392
Adan	2.82559486620808e-05
Adarsh	1.25581994053693e-05
Addam	1.56977492567116e-05
Addison	4.08141480674501e-05
Adedamola	9.41864955402694e-06
Adedapo	1.25581994053693e-05
Adeeb	2.19768489593962e-05
Adeel	0.000119302894351
Adekunle	1.25581994053693e-05
Adel	2.51163988107385e-05
Adem	5.9651447175504e-05
Ademola	9.41864955402694e-06
Aden	7.22096465808732e-05
Adeola	9.41864955402694e-06
Adeoluwa	9.41864955402694e-06
Adham	3.13954985134231e-05
Adil	0.000276280386918
Adley	9.41864955402694e-06
Adnaan	4.08141480674501e-05
Adnan	0.000178954341527
Adrian	0.000486630226958
Adriano	2.19768489593962e-05
Adrien	1.56977492567116e-05
Adris	1.56977492567116e-05
Aedan	3.13954985134231e-05
Aeron	3.13954985134231e-05
Afjol	9.41864955402694e-06
Afolabi	1.25581994053693e-05
Afsar	9.41864955402694e-06
Afzal	1.88372991080539e-05
Ahad	1.88372991080539e-05
Ahamed	1.25581994053693e-05
Aharon	1.56977492567116e-05
Ahmad	0.000178954341527
Ahmed	0.000646747269377
Ahmer	9.41864955402694e-06
Ahmet	5.65118973241617e-05
Ahsan	5.33723474728193e-05
Ahtsham	9.41864955402694e-06
Aidan	0.002134893898913
Aiden	0.001111400647375
Aiman	1.25581994053693e-05
Aimen	1.25581994053693e-05
Ainsleigh	9.41864955402694e-06
Ainsley	0.000135000643608
Ajai	9.41864955402694e-06
Ajani	9.41864955402694e-06
Ajay	0.000156977492567
Ajit	9.41864955402694e-06
Ajmal	4.08141480674501e-05
Akaash	5.9651447175504e-05
Akash	0.000178954341527
Akbar	5.0232797621477e-05
Akeeb	1.25581994053693e-05
Akeel	4.39536979187924e-05
Akeem	8.47678459862425e-05
Akhil	2.82559486620808e-05
Akhtar	1.25581994053693e-05
Akib	1.56977492567116e-05
Akiel	9.41864955402694e-06
Akif	1.88372991080539e-05
Akil	1.25581994053693e-05
Akim	1.25581994053693e-05
Akin	9.41864955402694e-06
Akintunde	9.41864955402694e-06
Akinyemi	9.41864955402694e-06
Akira	1.88372991080539e-05
Akram	2.19768489593962e-05
Akshay	0.000160117042418
Al	3.13954985134231e-05
Alaa	1.25581994053693e-05
Alain	1.25581994053693e-05
Alamin	2.82559486620808e-05
Alan	0.000656165918931
Alasdair	0.000222908039445
Alastair	0.000521165275323
Albert	0.000345350483648
Alberto	1.25581994053693e-05
Albie	5.33723474728193e-05
Albion	9.41864955402694e-06
Alby	1.56977492567116e-05
Alden	1.25581994053693e-05
Alec	0.000342210933796
Aled	0.000216628939743
Aleem	2.82559486620808e-05
Alejandro	2.82559486620808e-05
Aleksandar	9.41864955402694e-06
Aleksander	2.82559486620808e-05
Aleksi	1.25581994053693e-05
Alessandro	0.0001161633445
Alessio	3.76745982161078e-05
Alex	0.005531886838065
Alexanda	1.56977492567116e-05
Alexander	0.015195421280497
Alexandre	8.16282961349002e-05
Alexandros	5.65118973241617e-05
Alexandru	9.41864955402694e-06
