0	5	0.0010102	0.005038276
5	5	0.000129	0.000644792
10	5	0.000094	0.00046989
15	5	0.0004606	0.002300351
20	5	0.000758	0.003782832
25	5	0.0011356	0.005661926
30	5	0.0015558	0.007748861
35	5	0.0019578	0.009741321
40	5	0.0025062	0.012452976
45	5	0.0032726	0.016230213
50	5	0.0049292	0.024345984
55	5	0.0079156	0.038809989
60	5	0.012114	0.058789558
65	5	0.019424	0.092622263
70	5	0.0321682	0.148868889
75	5	0.0514822	0.228058603
80	5	0.0884946	0.362315571
85	5	0.1475444	0.538931272
90	5	0.244186	0.758122654
95	5	0.3659264	0.955513219
100	-100	0.57554	1
