start.time,action,v.M
20180714-175522:120,RETAIN,48
20180714-175249:884,RETAIN,48
20180714-175339:821,RERUN,46
20180714-175836:627,RETAIN,21
20180714-175255:170,RETAIN,23
20180714-175400:140,RETAIN,69
20180714-175934:386,RETAIN,74
20180714-180136:305,RETAIN,48
20180714-180026:766,RETAIN,23
20180714-180024:314,RETAIN,56
20180714-180248:736,RETAIN,22
20180714-180217:658,RETAIN,20
20180714-180035:324,RETAIN,16
20180714-174608:825,RETAIN,78
20180714-180430:234,RETAIN,22
20180714-180407:665,RETAIN,24
20180714-180305:068,RERUN,36
20180714-180221:525,RETAIN,22
20180714-180616:514,RETAIN,25
20180714-180619:262,RETAIN,18
20180714-180236:127,RERUN,36
20180714-180245:387,RETAIN,28
20180714-180812:502,RETAIN,22
20180714-180432:305,RETAIN,21
20180714-180916:222,RETAIN,22
20180714-180351:826,RETAIN,86
20180714-181112:361,RETAIN,20
20180714-181049:464,RETAIN,23
20180714-181135:647,RETAIN,24
20180714-180953:819,RETAIN,23
20180714-181028:036,RETAIN,23
20180714-181102:971,RETAIN,20
20180714-175358:280,RETAIN,63
20180714-181210:868,RETAIN,24
20180714-181454:353,RETAIN,23
20180714-180503:531,RETAIN,11
20180714-181709:515,RETAIN,20
20180714-181648:976,RETAIN,13
20180714-180230:200,RETAIN,28
20180714-181542:330,RETAIN,19
20180714-181749:317,RETAIN,39
20180714-181503:192,RERUN,53
20180714-181417:243,RETAIN,16
20180714-181911:642,RETAIN,26
20180714-181539:505,RETAIN,20
20180714-181613:242,RETAIN,24
20180714-181946:090,RETAIN,21
20180714-181908:430,RETAIN,23
20180714-181943:378,RETAIN,22
20180714-182017:031,RETAIN,20
20180714-181844:029,RETAIN,23
20180714-181753:816,RETAIN,66
20180714-182142:687,RETAIN,27
20180714-182418:624,RETAIN,22
20180714-182333:230,RETAIN,78
20180714-182350:966,RETAIN,17
20180714-182426:276,RETAIN,24
20180714-182535:182,RETAIN,20
20180714-182649:812,RETAIN,20
20180714-182658:299,RETAIN,21
20180714-182611:200,RETAIN,17
20180714-182809:753,RETAIN,17
20180714-181158:510,RETAIN,49
20180714-182438:269,RETAIN,17
20180714-182431:369,RETAIN,17
20180714-182606:265,RETAIN,18
20180714-182744:311,RETAIN,18
20180714-182844:967,RETAIN,21
20180714-182902:113,RETAIN,23
20180714-182803:423,RETAIN,59
20180714-183106:774,RETAIN,23
20180714-182551:901,RETAIN,13
20180714-183325:573,RETAIN,22
20180714-182721:114,RETAIN,11
20180714-183419:299,RETAIN,27
20180714-183447:163,RETAIN,24
20180714-181652:317,RETAIN,44
20180714-183502:949,RETAIN,40
20180714-183124:443,RETAIN,24
20180714-183510:516,RETAIN,65
20180714-183419:905,RETAIN,36
20180714-183746:186,RETAIN,22
20180714-183719:970,RETAIN,0
20180714-183820:045,RETAIN,22
20180714-183808:694,RETAIN,21
20180714-183611:370,RETAIN,7
20180714-183518:973,RETAIN,0
20180714-183239:179,RETAIN,17
20180714-183957:140,RETAIN,23
20180714-184056:423,RETAIN,20
20180714-183635:972,RETAIN,64
20180714-182540:992,RETAIN,93
20180714-184102:110,RETAIN,19
20180714-184152:856,RETAIN,27
20180714-183902:156,RETAIN,8
20180714-184354:819,RETAIN,20
20180714-184423:442,RETAIN,19
20180714-184457:762,RETAIN,23
20180714-184254:588,RETAIN,24
20180714-184455:980,RETAIN,22
20180714-184548:634,RETAIN,22
20180714-184652:409,RETAIN,17
20180714-184524:403,RETAIN,24
20180714-184635:660,RETAIN,18
20180714-184304:574,RETAIN,36
20180714-184351:651,RERUN,65
20180714-184547:714,RETAIN,204
20180714-184517:864,RERUN,19
20180714-183345:901,RETAIN,37
20180714-184926:553,RETAIN,17
20180714-184725:098,RETAIN,24
20180714-185037:702,RETAIN,53
20180714-185031:097,RETAIN,44
20180714-185241:708,RETAIN,23
20180714-185149:941,RETAIN,31
20180714-185028:136,RETAIN,51
20180714-185246:463,RETAIN,22
20180714-185245:557,RETAIN,20
20180714-185457:657,RETAIN,26
20180714-185440:336,RETAIN,19
20180714-184003:722,RETAIN,10
20180714-185237:346,RETAIN,23
20180714-185652:449,RETAIN,21
20180714-185643:808,RETAIN,21
20180714-185329:425,RETAIN,20
20180714-185331:929,RERUN,14
20180714-185456:122,RETAIN,6
20180714-185538:654,RETAIN,17
20180714-185616:002,RERUN,8
20180714-185823:391,RETAIN,66
20180714-185801:324,RETAIN,20
20180714-190229:907,RETAIN,22
20180714-190005:066,RETAIN,22
20180714-184724:996,RETAIN,29
20180714-190141:152,RETAIN,22
20180714-190224:284,RETAIN,20
20180714-190252:306,RETAIN,23
20180714-190038:626,RETAIN,22
20180714-190253:552,RETAIN,24
20180714-190045:722,RETAIN,14
20180714-190356:837,RETAIN,23
20180714-185549:419,RETAIN,16
20180714-190616:004,RETAIN,18
20180714-190552:725,RETAIN,75
20180714-190844:932,RETAIN,22
20180714-190335:268,RETAIN,26
20180714-190912:037,RETAIN,55
20180714-191127:262,RETAIN,23
20180714-190419:857,RETAIN,19
20180714-190945:154,RETAIN,41
20180714-190927:875,RETAIN,23
20180714-191110:623,RETAIN,22
20180714-185416:970,RETAIN,13
20180714-191141:144,RETAIN,15
20180714-191121:753,RETAIN,23
20180714-191212:724,RETAIN,13
20180714-191026:798,RETAIN,23
20180714-190713:692,RERUN,32
20180714-190726:590,RETAIN,84
20180714-191226:987,RETAIN,42
20180714-191354:970,RETAIN,22
20180714-191312:933,RETAIN,56
20180714-191539:121,RETAIN,21
20180714-191756:123,RETAIN,22
20180714-191706:553,RETAIN,46
20180714-191645:253,RETAIN,65
20180714-191623:652,RETAIN,34
20180714-191829:362,RETAIN,16
20180714-191717:820,RETAIN,19
20180714-191830:850,RETAIN,23
20180714-190205:975,RETAIN,31
20180714-191926:014,RETAIN,20
20180714-191801:583,RETAIN,26
20180714-191901:830,RETAIN,21
20180714-192101:145,RETAIN,17
20180714-191838:257,RETAIN,41
20180714-192040:039,RETAIN,24
20180714-191857:965,RETAIN,18
20180714-192309:404,RETAIN,17
20180714-192048:397,RETAIN,19
20180714-192545:018,RETAIN,22
20180714-190938:416,RETAIN,17
20180714-192213:577,RETAIN,23
20180714-192535:537,RETAIN,21
20180714-192827:073,RETAIN,17
20180714-192810:954,RETAIN,22
20180714-192540:315,RETAIN,35
20180714-192641:274,RETAIN,36
20180714-192832:611,RETAIN,22
20180714-192618:781,RETAIN,24
20180714-192640:045,RERUN,46
20180714-192430:275,RETAIN,28
20180714-192823:260,RETAIN,23
20180714-192433:902,RETAIN,39
20180714-193036:216,RETAIN,24
20180714-191720:217,RETAIN,28
20180714-193116:080,RETAIN,22
20180714-192918:618,RERUN,74
20180714-193103:490,RETAIN,22
20180714-193523:470,RETAIN,22
20180714-193301:675,RETAIN,14
20180714-193354:461,RETAIN,64
20180714-193336:933,RETAIN,24
20180714-193622:002,RETAIN,17
20180714-193136:220,RETAIN,17
20180714-193621:601,RETAIN,18
20180714-193548:864,RETAIN,29
20180714-193735:282,RETAIN,22
20180714-193757:166,RETAIN,23
20180714-193746:361,RETAIN,59
20180714-193448:269,RETAIN,70
20180714-193646:372,RETAIN,25
20180714-193856:735,RETAIN,26
20180714-192335:219,RETAIN,16
20180714-194042:507,RETAIN,22
20180714-193500:630,RETAIN,21
20180714-194058:340,RETAIN,12
20180714-194348:439,RETAIN,0
20180714-194201:491,RETAIN,22
20180714-193949:906,RETAIN,89
20180714-194015:195,RERUN,19
20180714-194325:754,RETAIN,20
20180714-194441:499,RETAIN,23
20180714-194438:121,RETAIN,17
20180714-194532:819,RETAIN,23
20180714-194258:022,RETAIN,15
20180714-194517:486,RETAIN,21
20180714-194328:812,RETAIN,89
20180714-194700:862,RETAIN,22
20180714-194647:773,RETAIN,73
20180714-193050:317,RETAIN,25
20180714-194724:792,RETAIN,0
20180714-194810:456,RETAIN,22
20180714-195051:610,RETAIN,21
20180714-194728:346,RETAIN,17
20180714-194615:403,RERUN,48
20180714-195030:177,RETAIN,27
20180714-194851:514,RETAIN,77
20180714-195020:684,RETAIN,22
20180714-195224:981,RETAIN,20
20180714-195230:612,RETAIN,20
20180714-193826:188,RETAIN,73
20180714-195436:217,RETAIN,21
20180714-195157:146,RETAIN,24
20180714-195403:613,RETAIN,23
20180714-195657:235,RETAIN,25
20180714-195539:337,RETAIN,24
20180714-195532:099,RETAIN,21
20180714-195805:539,RETAIN,23
20180714-195042:346,RETAIN,36
20180714-195428:898,RERUN,85
20180714-195453:553,RETAIN,0
20180714-195653:979,RETAIN,19
20180714-195856:251,RETAIN,21
20180714-195725:785,RETAIN,13
20180714-195608:769,RETAIN,23
20180714-195716:792,RETAIN,15
20180714-195737:987,RETAIN,27
20180714-200209:154,RETAIN,22
20180714-200007:491,RETAIN,22
20180714-194608:763,RETAIN,60
20180714-200224:966,RETAIN,21
20180714-200228:229,RETAIN,22
20180714-200630:288,RETAIN,59
20180714-200431:180,RETAIN,22
20180714-200534:722,RETAIN,22
20180714-200349:673,RETAIN,23
20180714-200412:383,RETAIN,24
20180714-200547:510,RETAIN,23
20180714-200444:230,RETAIN,79
20180714-200716:203,RETAIN,113
20180714-195303:923,RETAIN,19
20180714-200729:147,RETAIN,20
20180714-201041:859,RETAIN,40
20180714-200957:683,RETAIN,17
20180714-201135:260,RETAIN,22
20180714-200544:456,RETAIN,22
20180714-200821:847,RERUN,16
20180714-200857:224,RETAIN,20
20180714-200546:295,RETAIN,78
20180714-201108:583,RETAIN,22
20180714-201246:715,RETAIN,20
20180714-200707:331,RETAIN,16
20180714-201430:627,RETAIN,22
20180714-201353:170,RETAIN,21
20180714-201334:926,RETAIN,20
20180714-195956:064,RETAIN,36
20180714-201550:658,RETAIN,23
20180714-201427:849,RETAIN,24
20180714-201655:865,RETAIN,20
20180714-201738:033,RETAIN,20
20180714-201829:413,RETAIN,19
20180714-202004:856,RETAIN,23
20180714-201321:297,RETAIN,30
20180714-201622:366,RERUN,21
20180714-201912:683,RETAIN,22
20180714-201912:897,RETAIN,8
20180714-201836:523,RETAIN,13
20180714-202216:205,RETAIN,37
20180714-201934:459,RETAIN,37
20180714-202201:113,RETAIN,23
20180714-202256:590,RETAIN,26
20180714-202301:337,RETAIN,23
20180714-201913:578,RERUN,23
20180714-202005:626,RETAIN,63
20180714-202152:087,RETAIN,17
20180714-202047:832,RETAIN,29
20180714-202458:834,RETAIN,20
20180714-200737:400,RETAIN,49
20180714-202620:429,RETAIN,19
20180714-202553:348,RETAIN,20
20180714-201334:154,RETAIN,16
20180714-202650:674,RETAIN,24
20180714-202846:525,RETAIN,22
20180714-202932:710,RETAIN,23
20180714-202726:879,RETAIN,23
20180714-203051:300,RETAIN,26
20180714-203141:267,RETAIN,24
20180714-202704:595,RETAIN,34
20180714-202953:519,RETAIN,24
20180714-203042:648,RETAIN,1
20180714-203030:929,RETAIN,1
20180714-202910:532,RETAIN,24
20180714-203337:669,RETAIN,17
20180714-202938:393,RERUN,9
20180714-202840:000,RETAIN,42
20180714-203014:891,RETAIN,20
20180714-203645:172,RETAIN,22
20180714-203538:983,RETAIN,17
20180714-203024:900,RETAIN,12
20180714-203801:472,RETAIN,19
20180714-203832:193,RETAIN,24
20180714-204034:562,RETAIN,27
20180714-202445:664,RETAIN,61
20180714-203838:054,RETAIN,23
20180714-204016:981,RETAIN,16
20180714-203828:013,RETAIN,23
20180714-204001:404,RETAIN,24
20180714-203929:363,RETAIN,52
20180714-203645:266,RERUN,13
20180714-203904:255,RETAIN,90
20180714-204134:558,RETAIN,16
20180714-204153:747,RETAIN,20
20180714-202623:922,RETAIN,49
20180714-204019:007,RERUN,60
20180714-204452:912,RETAIN,20
20180714-203949:738,RETAIN,41
20180714-204451:857,RETAIN,22
20180714-204630:454,RETAIN,20
20180714-204727:065,RETAIN,27
20180714-204609:263,RETAIN,22
20180714-204848:881,RETAIN,20
20180714-204347:380,RETAIN,66
20180714-204853:542,RETAIN,23
20180714-204522:640,RERUN,40
20180714-204812:076,RETAIN,36
20180714-204807:345,RETAIN,24
20180714-204746:174,RETAIN,39
20180714-205102:442,RETAIN,21
20180714-204843:274,RETAIN,75
20180714-205047:084,RETAIN,14
20180714-204723:285,RETAIN,26
20180714-205229:886,RETAIN,22
20180714-205322:804,RETAIN,17
20180714-205449:459,RETAIN,0
20180714-205459:477,RETAIN,0
20180714-205613:140,RETAIN,23
20180714-205421:452,RETAIN,22
20180714-205531:033,RETAIN,22
20180714-205603:962,RETAIN,23
20180714-205249:788,RERUN,34
20180714-205157:380,RETAIN,47
20180714-203849:910,RETAIN,10
20180714-205703:365,RETAIN,22
20180714-204323:128,RETAIN,40
20180714-205915:796,RETAIN,20
20180714-205446:170,RETAIN,67
20180714-205906:832,RETAIN,11
20180714-210233:529,RETAIN,21
20180714-210023:444,RETAIN,79
20180714-210130:823,RETAIN,18
20180714-205944:182,RETAIN,14
20180714-210124:416,RETAIN,22
20180714-205714:816,RETAIN,19
20180714-210214:089,RETAIN,26
20180714-205455:683,RETAIN,52
20180714-210420:645,RETAIN,23
20180714-210427:122,RETAIN,21
20180714-210446:624,RETAIN,17
20180714-210409:611,RETAIN,22
20180714-210516:038,RETAIN,22
20180714-210211:229,RETAIN,27
20180714-210238:753,RETAIN,66
20180714-210916:858,RETAIN,88
20180714-210946:985,RETAIN,23
20180714-211113:186,RETAIN,20
20180714-210910:930,RETAIN,39
20180714-211016:033,RETAIN,32
20180714-211034:232,RETAIN,17
20180714-205646:535,RETAIN,7
20180714-211144:882,RETAIN,24
20180714-211040:474,RETAIN,11
20180714-210856:911,RETAIN,42
20180714-211218:121,RETAIN,60
20180714-211338:015,RETAIN,52
20180714-211153:851,RETAIN,23
20180714-210948:762,RETAIN,38
20180714-211223:504,RETAIN,23
20180714-205904:140,RETAIN,2
20180714-211430:525,RETAIN,29
20180714-211513:555,RETAIN,24
20180714-211540:457,RETAIN,25
20180714-211634:700,RETAIN,19
20180714-211615:807,RETAIN,105
20180714-211825:538,RETAIN,20
20180714-211645:899,RETAIN,24
20180714-212035:202,RETAIN,22
20180714-211846:414,RETAIN,45
20180714-212024:057,RETAIN,23
20180714-211736:611,RETAIN,33
20180714-212232:938,RETAIN,16
20180714-212203:756,RETAIN,21
20180714-212253:187,RETAIN,58
20180714-212346:086,RETAIN,22
20180714-212102:855,RETAIN,6
20180714-212229:399,RETAIN,16
20180714-212342:422,RETAIN,21
20180714-212219:773,RETAIN,79
20180714-212646:146,RETAIN,23
20180714-212114:741,RERUN,28
20180714-212537:304,RETAIN,18
20180714-212651:466,RETAIN,20
20180714-212903:686,RETAIN,20
20180714-211056:376,RETAIN,21
20180714-212748:052,RETAIN,50
20180714-211422:884,RETAIN,26
20180714-212934:843,RETAIN,23
20180714-213036:450,RETAIN,21
20180714-212554:467,RERUN,19
20180714-212400:619,RETAIN,84
20180714-212923:483,RETAIN,13
20180714-213055:519,RETAIN,26
20180714-213007:694,RETAIN,22
20180714-213333:809,RETAIN,48
20180714-213136:073,RETAIN,0
20180714-213449:294,RETAIN,28
20180714-213313:358,RETAIN,22
20180714-213458:989,RETAIN,20
20180714-213315:088,RETAIN,41
20180714-213415:684,RETAIN,22
20180714-213717:392,RETAIN,22
20180714-213153:652,RETAIN,15
20180714-213056:815,RETAIN,7
20180714-213918:116,RETAIN,18
20180714-213122:444,RETAIN,20
20180714-214035:428,RETAIN,25
20180714-214059:154,RETAIN,22
20180714-214044:039,RETAIN,22
20180714-213440:745,RETAIN,18
20180714-213521:387,RETAIN,18
20180714-213843:435,RETAIN,24
20180714-214121:219,RETAIN,17
20180714-214005:381,RETAIN,60
20180714-214129:322,RETAIN,12
20180714-214405:176,RETAIN,19
20180714-214424:941,RETAIN,22
20180714-214212:950,RETAIN,23
20180714-214351:640,RETAIN,47
20180714-212948:364,RETAIN,11
20180714-214445:693,RETAIN,24
20180714-214411:648,RETAIN,8
20180714-214507:640,RETAIN,27
20180714-214759:276,RETAIN,24
20180714-212720:704,RETAIN,5
20180714-214558:364,RETAIN,47
20180714-214825:921,RETAIN,28
20180714-214623:705,RETAIN,26
20180714-214735:667,RETAIN,24
20180714-214826:093,RETAIN,20
20180714-214858:415,RETAIN,22
20180714-215113:225,RETAIN,41
20180714-215152:896,RETAIN,22
20180714-214933:398,RETAIN,18
20180714-215040:446,RETAIN,13
20180714-215227:416,RETAIN,25
20180714-214850:735,RETAIN,104
20180714-214737:531,RERUN,23
20180714-215443:062,RETAIN,19
20180714-215521:298,RETAIN,23
20180714-215555:088,RETAIN,25
20180714-215721:761,RETAIN,22
20180714-215628:699,RETAIN,22
20180714-215738:621,RETAIN,22
20180714-215732:955,RETAIN,22
20180714-215414:965,RETAIN,54
20180714-215514:669,RETAIN,67
20180714-214512:846,RETAIN,26
20180714-215329:374,RETAIN,91
20180714-220019:655,RETAIN,22
20180714-215622:022,RETAIN,19
20180714-220037:458,RETAIN,24
20180714-220213:309,RETAIN,20
20180714-220051:195,RETAIN,19
20180714-215939:829,RETAIN,57
20180714-215947:061,RETAIN,35
20180714-220310:445,RETAIN,22
20180714-220428:985,RETAIN,24
20180714-215903:200,RETAIN,53
20180714-215850:616,RETAIN,65
20180714-220437:709,RETAIN,22
20180714-220446:515,RETAIN,24
20180714-214727:850,RETAIN,12
20180714-220554:266,RETAIN,20
20180714-220520:352,RETAIN,22
20180714-220548:132,RETAIN,18
20180714-220933:689,RETAIN,21
20180714-221043:125,RETAIN,23
20180714-220501:081,RETAIN,3
20180714-220704:152,RETAIN,57
20180714-221059:698,RETAIN,23
20180714-221036:524,RETAIN,20
20180714-221245:873,RETAIN,23
20180714-221130:326,RETAIN,46
20180714-220959:929,RETAIN,13
20180714-221400:371,RETAIN,0
20180714-221223:907,RETAIN,18
20180714-221357:001,RETAIN,23
20180714-215829:553,RETAIN,25
20180714-221535:235,RETAIN,22
20180714-221507:534,RETAIN,19
20180714-220753:595,RETAIN,35
20180714-221148:409,RETAIN,23
20180714-221109:324,RETAIN,46
20180714-221824:629,RETAIN,22
20180714-221514:673,RETAIN,14
20180714-221945:633,RETAIN,24
20180714-221932:750,RETAIN,21
20180714-221812:198,RETAIN,22
20180714-221438:914,RETAIN,56
20180714-221905:112,RETAIN,19
20180714-222218:800,RETAIN,23
20180714-221828:973,RETAIN,18
20180714-222139:800,RETAIN,24
20180714-222058:325,RETAIN,20
20180714-222024:052,RETAIN,25
20180714-222244:717,RETAIN,42
20180714-222134:265,RETAIN,23
20180714-222337:878,RETAIN,22
20180714-222321:134,RETAIN,20
20180714-222534:316,RETAIN,22
20180714-222707:505,RETAIN,22
20180714-222534:304,RETAIN,22
20180714-222740:228,RETAIN,24
20180714-222232:711,RETAIN,27
20180714-222226:713,RERUN,17
20180714-222658:480,RETAIN,22
20180714-222840:984,RETAIN,22
20180714-221239:264,RETAIN,20
20180714-222942:461,RETAIN,23
20180714-220407:349,RETAIN,36
20180714-223208:374,RETAIN,25
20180714-223132:487,RETAIN,23
20180714-223218:604,RETAIN,25
20180714-223247:490,RETAIN,20
20180714-223410:132,RETAIN,26
20180714-222818:923,RETAIN,16
20180714-222951:973,RETAIN,12
20180714-223408:898,RETAIN,23
20180714-223002:511,RETAIN,27
20180714-221900:988,RETAIN,9
20180714-223058:197,RETAIN,94
20180714-223202:864,RETAIN,94
20180714-223508:633,RETAIN,24
20180714-223353:726,RETAIN,16
20180714-223635:959,RETAIN,22
20180714-223710:352,RETAIN,22
20180714-223922:753,RETAIN,23
20180714-223342:501,RETAIN,34
20180714-223312:340,RETAIN,17
20180714-224036:540,RETAIN,23
20180714-224010:742,RETAIN,33
20180714-224209:929,RETAIN,24
20180714-224112:009,RETAIN,20
20180714-224138:484,RETAIN,20
20180714-224357:103,RETAIN,24
20180714-224330:353,RETAIN,22
20180714-224512:683,RETAIN,45
20180714-224536:007,RETAIN,23
20180714-224342:434,RETAIN,43
20180714-224044:824,RETAIN,17
20180714-224338:595,RERUN,52
20180714-224429:977,RETAIN,32
20180714-224326:381,RERUN,22
20180714-224835:551,RETAIN,24
20180714-224300:503,RETAIN,71
20180714-224653:069,RETAIN,23
20180714-224849:388,RETAIN,26
20180714-225025:415,RETAIN,22
20180714-224607:761,RETAIN,36
20180714-224558:151,RERUN,26
20180714-225256:230,RETAIN,22
20180714-225123:630,RETAIN,24
20180714-223342:365,RETAIN,54
20180714-222626:604,RERUN,30
20180714-225058:691,RETAIN,22
20180714-225343:004,RETAIN,76
20180714-224902:863,RETAIN,42
20180714-225343:271,RETAIN,22
20180714-225348:488,RETAIN,19
20180714-225530:922,RETAIN,22
20180714-225452:475,RETAIN,23
20180714-225824:974,RETAIN,22
20180714-225247:305,RETAIN,35
20180714-225656:766,RETAIN,74
20180714-225228:797,RETAIN,32
20180714-225317:266,RERUN,19
20180714-225958:921,RETAIN,23
20180714-225213:361,RETAIN,60
20180714-230004:919,RETAIN,22
20180714-230259:326,RETAIN,46
20180714-225851:473,RETAIN,20
20180714-230119:925,RETAIN,59
20180714-225647:671,RETAIN,42
20180714-225658:735,RETAIN,35
20180714-225612:935,RETAIN,82
20180714-230136:879,RETAIN,80
20180714-230528:474,RETAIN,23
20180714-230531:511,RETAIN,19
20180714-230327:022,RERUN,14
20180714-230744:515,RETAIN,40
20180714-225142:193,RETAIN,58
20180714-230947:964,RETAIN,22
20180714-231004:120,RETAIN,20
20180714-230748:238,RETAIN,79
20180714-231011:027,RETAIN,22
20180714-231000:601,RETAIN,36
20180714-230943:355,RETAIN,20
20180714-230503:278,RETAIN,37
20180714-230600:838,RETAIN,9
20180714-230821:885,RETAIN,81
20180714-230611:309,RETAIN,26
20180714-230921:286,RETAIN,80
20180714-231338:438,RETAIN,24
20180714-230513:616,RETAIN,84
20180714-225052:961,RETAIN,11
20180714-231252:081,RETAIN,77
20180714-231338:602,RETAIN,78
20180714-231540:603,RETAIN,40
20180714-231348:409,RETAIN,49
20180714-231801:005,RETAIN,22
20180714-231846:176,RETAIN,22
20180714-231800:308,RETAIN,22
20180714-231435:241,RETAIN,43
20180714-231851:968,RETAIN,25
20180714-231852:366,RETAIN,82
20180714-231803:054,RETAIN,10
20180714-232049:823,RETAIN,78
20180714-232153:866,RETAIN,77
20180714-232005:667,RETAIN,17
20180714-231927:741,RETAIN,27
20180714-231902:459,RERUN,21
20180714-232014:319,RERUN,45
20180714-231851:916,RETAIN,40
20180714-232507:886,RETAIN,20
20180714-232708:815,RETAIN,17
20180714-230734:873,RETAIN,22
20180714-232716:634,RETAIN,23
20180714-232737:983,RETAIN,20
20180714-232507:921,RETAIN,72
20180714-232512:012,RETAIN,45
20180714-232422:779,RETAIN,14
20180714-232645:600,RETAIN,18
20180714-231229:147,RETAIN,19
20180714-232953:484,RETAIN,25
20180714-232923:564,RETAIN,68
20180714-233338:682,RETAIN,20
20180714-233417:930,RETAIN,22
20180714-233049:825,RETAIN,23
20180714-233128:131,RETAIN,8
20180714-233233:149,RETAIN,84
20180714-233458:253,RETAIN,42
20180714-233503:763,RETAIN,22
20180714-233115:198,RETAIN,31
20180714-233018:911,RETAIN,13
20180714-233142:310,RETAIN,44
20180714-233533:771,RETAIN,22
20180714-233022:940,RETAIN,46
20180714-233645:286,RETAIN,16
20180714-233441:378,RETAIN,15
20180714-233520:223,RERUN,21
20180714-234122:030,RETAIN,17
20180714-232238:778,RETAIN,65
20180714-234246:970,RETAIN,22
20180714-234406:029,RETAIN,22
20180714-234303:254,RETAIN,0
20180714-234356:373,RETAIN,22
20180714-234429:595,RETAIN,22
20180714-234416:854,RETAIN,30
20180714-234048:597,RETAIN,29
20180714-234403:066,RETAIN,9
20180714-234413:963,RETAIN,77
20180714-234306:675,RETAIN,42
20180714-232725:945,RETAIN,8
20180714-234419:550,RETAIN,71
20180714-234212:111,RETAIN,12
20180714-234556:766,RETAIN,13
20180714-234326:007,RERUN,29
20180714-234504:002,RETAIN,36
20180714-234607:338,RETAIN,20
20180714-234946:853,RETAIN,16
20180714-235143:949,RETAIN,20
20180714-235046:085,RETAIN,20
20180714-235129:255,RETAIN,16
20180714-235304:990,RETAIN,19
20180714-235214:738,RETAIN,19
20180714-235132:785,RETAIN,19
20180714-235509:308,RETAIN,59
20180714-235417:873,RETAIN,52
20180714-235246:217,RETAIN,16
20180714-235427:391,RETAIN,16
20180714-235450:067,RERUN,35
20180714-235531:053,RETAIN,80
20180714-233812:195,RETAIN,22
20180714-235436:765,RETAIN,80
20180714-235846:803,RETAIN,20
20180714-235449:671,RETAIN,122
20180715-000054:329,RETAIN,31
20180714-235622:220,RERUN,14
20180714-235441:545,RETAIN,17
20180715-000034:842,RERUN,20
20180715-000135:060,RETAIN,22
20180715-000216:902,RETAIN,46
20180715-000035:784,RETAIN,22
20180715-000434:581,RETAIN,22
20180715-000138:258,RETAIN,19
20180714-234450:213,RETAIN,7
20180715-000451:082,RETAIN,16
20180715-000736:130,RETAIN,51
20180715-000735:320,RETAIN,19
20180715-000304:209,RETAIN,11
20180715-000746:404,RETAIN,71
20180715-000940:335,RETAIN,19
20180715-001127:964,RETAIN,16
20180715-000745:450,RETAIN,30
20180715-000954:937,RETAIN,20
20180715-001041:193,RETAIN,17
20180715-001010:726,RETAIN,20
20180715-001011:909,RETAIN,22
20180715-000706:242,RERUN,20
20180715-000857:986,RETAIN,27
20180715-000403:152,RETAIN,39
20180715-000349:955,RETAIN,39
20180715-001131:340,RETAIN,20
20180715-001542:315,RETAIN,16
20180714-235742:618,RETAIN,58
20180715-001911:235,RETAIN,23
20180715-001507:095,RETAIN,77
20180715-001814:151,RETAIN,22
20180715-001641:858,RETAIN,10
20180715-001737:602,RETAIN,22
20180715-001846:015,RETAIN,23
20180715-000305:845,RETAIN,16
20180715-001932:906,RETAIN,20
20180715-001858:615,RETAIN,23
20180715-001911:304,RETAIN,21
20180715-001858:815,RETAIN,16
20180715-001906:887,RETAIN,18
20180715-001725:881,RETAIN,54
20180715-001826:815,RETAIN,62
20180715-001841:062,RERUN,13
20180715-001816:699,RETAIN,218
20180715-001850:655,RERUN,23
20180715-002453:600,RETAIN,19
20180715-002619:446,RETAIN,22
20180715-002454:055,RETAIN,8
20180715-002646:919,RETAIN,22
20180715-002603:515,RETAIN,22
20180715-002711:789,RETAIN,20
20180715-002650:371,RETAIN,20
20180715-002629:200,RETAIN,22
20180715-001432:536,RETAIN,9
20180715-002821:559,RETAIN,20
20180715-002805:016,RETAIN,13
20180715-002721:813,RETAIN,18
20180715-002640:885,RETAIN,83
20180715-002907:740,RETAIN,18
20180715-002857:614,RETAIN,50
20180715-003320:131,RETAIN,64
20180715-003434:135,RETAIN,17
20180715-001601:217,RETAIN,10
20180715-002933:109,RETAIN,23
20180715-002849:187,RETAIN,106
20180715-002932:855,RERUN,15
20180715-003555:301,RETAIN,21
20180715-003631:288,RETAIN,22
20180715-003640:030,RETAIN,22
20180715-003517:554,RETAIN,22
20180715-003404:746,RETAIN,16
20180715-003558:949,RETAIN,18
20180715-003717:762,RETAIN,22
20180715-003835:232,RETAIN,20
20180715-003715:021,RETAIN,25
20180715-004225:019,RETAIN,17
20180715-004016:268,RETAIN,13
20180715-003826:777,RETAIN,13
20180715-004157:915,RETAIN,22
20180715-004208:815,RETAIN,20
20180715-004113:930,RERUN,40
20180715-004421:175,RETAIN,22
20180715-004411:692,RETAIN,22
20180715-004409:316,RETAIN,22
20180715-002815:486,RETAIN,41
20180715-004627:052,RETAIN,22
20180715-004232:303,RETAIN,16
20180715-004311:027,RERUN,19
20180715-004457:537,RETAIN,16
20180715-004616:090,RETAIN,17
20180715-004713:067,RETAIN,20
20180715-004738:447,RERUN,75
20180715-004332:485,RERUN,16
20180715-004654:049,RETAIN,29
20180715-004510:274,RERUN,10
20180715-004911:430,RETAIN,23
20180715-005300:756,RETAIN,19
20180715-005045:450,RETAIN,15
