start.time,action,v.M
20180712-224831:476,RETAIN,47
20180712-225042:217,RETAIN,9
20180712-224928:372,RETAIN,18
20180712-224624:325,RETAIN,12
20180712-224735:550,RETAIN,14
20180712-224656:750,RETAIN,28
20180712-224717:992,RETAIN,15
20180712-224751:645,RERUN,9
20180712-225046:709,RETAIN,15
20180712-225341:934,RETAIN,25
20180712-225412:070,RETAIN,19
20180712-225457:915,RETAIN,98
20180712-225308:995,RETAIN,14
20180712-225424:860,RETAIN,39
20180712-225437:971,RETAIN,39
20180712-225317:602,RETAIN,11
20180712-225445:407,RETAIN,8
20180712-225417:551,RETAIN,72
20180712-225346:407,RETAIN,9
20180712-225653:878,RETAIN,76
20180712-224451:909,RETAIN,10
20180712-225909:888,RETAIN,23
20180712-225803:292,RETAIN,17
20180712-225734:940,RETAIN,21
20180712-225707:532,RETAIN,18
20180712-225913:814,RETAIN,6
20180712-225904:021,RETAIN,10
20180712-225744:757,RETAIN,8
20180712-230248:104,RETAIN,12
20180712-230318:785,RETAIN,10
20180712-225800:063,RETAIN,10
20180712-230425:735,RETAIN,22
20180712-224629:686,RETAIN,10
20180712-230440:128,RETAIN,12
20180712-230626:303,RETAIN,9
20180712-230808:419,RETAIN,10
20180712-230442:142,RETAIN,10
20180712-230532:834,RETAIN,20
20180712-230752:400,RETAIN,11
20180712-230257:951,RETAIN,15
20180712-230945:533,RETAIN,104
20180712-230611:109,RETAIN,67
20180712-230928:905,RETAIN,11
20180712-230808:495,RERUN,8
20180712-231036:348,RETAIN,23
20180712-231333:891,RETAIN,12
20180712-231139:327,RETAIN,14
20180712-225916:840,RETAIN,26
20180712-231505:692,RETAIN,26
20180712-230602:093,RETAIN,10
20180712-231246:379,RETAIN,50
20180712-231351:938,RETAIN,9
20180712-231151:852,RETAIN,18
20180712-231424:043,RETAIN,34
20180712-231417:600,RETAIN,15
20180712-231717:787,RETAIN,5
20180712-231754:998,RETAIN,11
20180712-231605:772,RETAIN,25
20180712-231758:006,RETAIN,17
20180712-231620:556,RETAIN,13
20180712-230412:593,RETAIN,25
20180712-231609:147,RETAIN,0
20180712-231815:239,RETAIN,0
20180712-231826:493,RETAIN,8
20180712-231908:296,RERUN,30
20180712-232223:322,RETAIN,1
20180712-231927:552,RETAIN,12
20180712-232051:315,RETAIN,4
20180712-232356:078,RETAIN,27
20180712-232226:191,RETAIN,0
20180712-232410:702,RETAIN,13
20180712-232253:020,RETAIN,24
20180712-232610:699,RETAIN,17
20180712-232726:698,RETAIN,8
20180712-232553:600,RETAIN,51
20180712-232248:826,RETAIN,15
20180712-232259:741,RERUN,34
20180712-232617:389,RETAIN,11
20180712-231508:739,RETAIN,18
20180712-232708:020,RETAIN,25
20180712-232633:917,RETAIN,122
20180712-232832:826,RERUN,17
20180712-231956:225,RETAIN,12
20180712-232528:225,RETAIN,13
20180712-232839:879,RETAIN,12
20180712-233134:163,RETAIN,0
20180712-233042:277,RETAIN,0
20180712-233312:959,RETAIN,42
20180712-233014:245,RERUN,27
20180712-233310:691,RETAIN,43
20180712-233350:939,RETAIN,10
20180712-233351:150,RETAIN,18
20180712-233509:432,RETAIN,0
20180712-233459:153,RETAIN,0
20180712-233603:535,RETAIN,57
20180712-232955:178,RETAIN,8
20180712-233819:776,RERUN,19
20180712-233624:557,RETAIN,12
20180712-233350:735,RETAIN,9
20180712-233227:611,RETAIN,15
20180712-233812:583,RETAIN,12
20180712-233819:699,RETAIN,11
20180712-232739:351,RETAIN,26
20180712-233815:757,RETAIN,74
20180712-234140:820,RETAIN,25
20180712-234453:927,RETAIN,9
20180712-234041:207,RETAIN,11
20180712-234241:827,RETAIN,27
20180712-234130:343,RETAIN,15
20180712-234319:929,RETAIN,14
20180712-234006:896,RETAIN,36
20180712-234430:105,RETAIN,2
20180712-234437:696,RETAIN,21
20180712-234531:450,RETAIN,31
20180712-234535:368,RETAIN,9
20180712-234439:833,RETAIN,16
20180712-234547:216,RETAIN,8
20180712-234512:398,RETAIN,11
20180712-234621:502,RETAIN,25
20180712-233217:581,RETAIN,49
20180712-234632:479,RETAIN,12
20180712-234729:641,RETAIN,29
20180712-234714:870,RETAIN,10
20180712-234904:836,RETAIN,33
20180712-235327:480,RETAIN,86
20180712-235115:259,RETAIN,59
20180712-235127:826,RETAIN,81
20180712-235211:941,RETAIN,13
20180712-235115:354,RERUN,31
20180712-235313:633,RETAIN,67
20180712-235432:109,RETAIN,0
20180712-235417:395,RETAIN,17
20180712-235234:308,RETAIN,28
20180712-235316:135,RETAIN,74
20180712-235609:942,RETAIN,13
20180712-234053:983,RETAIN,14
20180712-235529:436,RETAIN,8
20180712-235641:562,RETAIN,22
20180712-235804:233,RETAIN,44
20180712-235532:403,RETAIN,11
20180712-235757:860,RETAIN,14
20180712-235704:922,RETAIN,0
20180712-235638:081,RETAIN,24
20180712-234916:049,RETAIN,10
20180712-235659:016,RETAIN,34
20180712-235940:656,RETAIN,53
20180712-235811:663,RETAIN,11
20180713-000139:599,RETAIN,7
20180713-000426:964,RETAIN,8
20180713-000226:531,RETAIN,38
20180713-000222:985,RETAIN,68
20180713-000543:667,RETAIN,34
20180713-000416:288,RETAIN,79
20180713-000233:571,RETAIN,10
20180713-000346:017,RETAIN,12
20180713-000105:864,RETAIN,54
20180712-235550:057,RETAIN,8
20180713-000342:314,RETAIN,6
20180713-000319:194,RETAIN,7
20180713-000658:301,RETAIN,3
20180713-000745:862,RETAIN,14
20180713-000826:501,RETAIN,4
20180713-000750:357,RETAIN,15
20180713-001112:908,RETAIN,11
20180713-001039:022,RETAIN,8
20180713-001437:890,RETAIN,19
20180713-000913:790,RETAIN,15
20180713-001018:078,RETAIN,6
20180713-000917:599,RETAIN,12
20180713-001308:286,RETAIN,13
20180713-001142:502,RETAIN,91
20180713-001341:490,RETAIN,4
20180713-001302:331,RETAIN,36
20180713-001616:508,RETAIN,13
20180713-001352:709,RERUN,15
20180713-001541:748,RETAIN,16
20180713-000041:323,RETAIN,80
20180713-001503:430,RETAIN,0
20180713-001858:810,RETAIN,19
20180713-001446:294,RETAIN,8
20180713-001520:032,RETAIN,28
20180713-001704:342,RETAIN,12
20180713-001926:866,RETAIN,10
20180713-001942:190,RETAIN,13
20180713-002058:606,RETAIN,13
20180713-002145:554,RETAIN,15
20180713-001912:556,RETAIN,25
20180713-000817:749,RETAIN,34
20180713-001955:389,RETAIN,17
20180713-002031:766,RETAIN,7
20180713-002149:641,RETAIN,22
20180713-002053:054,RETAIN,19
20180713-002053:980,RETAIN,23
20180713-002316:911,RETAIN,19
20180713-002410:245,RETAIN,22
20180713-002527:008,RETAIN,16
20180713-002350:883,RETAIN,45
20180713-002640:921,RETAIN,19
20180713-002614:087,RETAIN,13
20180713-002435:787,RETAIN,4
20180713-002736:360,RETAIN,43
20180713-002850:705,RETAIN,92
20180713-002537:669,RETAIN,13
20180713-001616:448,RETAIN,27
20180713-002649:511,RETAIN,4
20180713-002859:871,RETAIN,27
20180713-003544:591,RETAIN,19
20180713-002923:205,RETAIN,14
20180713-003027:238,RETAIN,14
20180713-003019:686,RETAIN,19
20180713-002143:954,RETAIN,18
20180713-003205:145,RETAIN,16
20180713-003212:350,RETAIN,4
20180713-003115:011,RETAIN,28
20180713-003135:349,RETAIN,15
20180713-003343:594,RETAIN,29
20180713-003229:560,RERUN,14
20180713-003755:535,RETAIN,12
20180713-003423:629,RETAIN,11
20180713-003351:196,RETAIN,25
20180713-003335:201,RETAIN,23
20180713-003718:054,RERUN,12
20180713-004135:864,RETAIN,11
20180713-003732:482,RETAIN,15
20180713-004129:198,RETAIN,20
20180713-002942:769,RETAIN,20
20180713-003814:683,RETAIN,8
20180713-003825:837,RETAIN,16
20180713-004152:587,RETAIN,12
20180713-003959:150,RETAIN,71
20180713-004032:806,RETAIN,8
20180713-004149:119,RETAIN,26
20180713-004506:413,RETAIN,56
20180713-004145:301,RETAIN,20
20180713-004202:106,RETAIN,25
20180713-004340:326,RETAIN,9
20180713-004510:299,RETAIN,27
20180713-004213:353,RETAIN,43
20180713-004310:452,RETAIN,7
20180713-004504:616,RETAIN,11
20180713-004607:408,RETAIN,11
20180713-004531:753,RETAIN,2
20180713-004506:407,RETAIN,14
20180713-003423:744,RETAIN,21
20180713-004913:742,RETAIN,33
20180713-004900:948,RETAIN,13
20180713-005027:330,RETAIN,12
20180713-005251:716,RETAIN,14
20180713-004936:270,RETAIN,15
20180713-004843:434,RETAIN,81
20180713-005106:922,RETAIN,5
20180713-005237:894,RETAIN,28
20180713-005228:559,RETAIN,10
20180713-005419:058,RETAIN,13
20180713-005526:113,RETAIN,11
20180713-005423:272,RETAIN,3
20180713-005150:497,RETAIN,8
20180713-005235:200,RETAIN,78
20180713-004202:965,RETAIN,24
20180713-005547:235,RETAIN,37
20180713-005506:973,RETAIN,3
20180713-005109:946,RETAIN,9
20180713-005422:168,RETAIN,9
20180713-005942:185,RETAIN,19
20180713-010107:117,RETAIN,17
20180713-005303:647,RETAIN,9
20180713-010159:205,RETAIN,17
20180713-010009:897,RERUN,12
20180713-004937:708,RETAIN,22
20180713-010100:881,RETAIN,47
20180713-010134:654,RETAIN,14
20180713-005710:556,RETAIN,22
20180713-010456:260,RETAIN,44
20180713-010306:277,RETAIN,7
20180713-010151:029,RETAIN,10
20180713-011100:985,RETAIN,6
20180713-005855:248,RETAIN,36
20180713-010154:419,RETAIN,6
20180713-010257:108,RETAIN,29
20180713-005959:509,RETAIN,16
20180713-005902:402,RETAIN,8
20180713-010330:412,RETAIN,6
20180713-010617:813,RETAIN,18
20180713-005609:469,RETAIN,24
20180713-010248:166,RETAIN,82
20180713-011528:705,RETAIN,4
20180713-010850:666,RETAIN,20
20180713-011220:451,RETAIN,58
20180713-011042:026,RETAIN,11
20180713-011307:250,RETAIN,17
20180713-011942:832,RETAIN,20
20180713-011346:738,RETAIN,10
20180713-011247:020,RETAIN,15
20180713-011250:614,RETAIN,20
20180713-010839:912,RERUN,10
20180713-010753:024,RETAIN,22
20180713-011312:947,RETAIN,10
20180713-010301:122,RETAIN,21
20180713-011233:103,RETAIN,6
20180713-011208:239,RERUN,20
20180713-011424:426,RETAIN,15
20180713-011839:194,RETAIN,11
20180713-011152:106,RETAIN,14
20180713-011637:694,RETAIN,18
20180713-011404:312,RERUN,31
20180713-011947:431,RETAIN,19
20180713-011656:428,RETAIN,15
20180713-011948:870,RETAIN,38
20180713-011641:363,RETAIN,10
20180713-012248:204,RETAIN,9
20180713-012049:481,RETAIN,15
20180713-012226:388,RETAIN,19
20180713-010845:345,RETAIN,15
20180713-012115:862,RETAIN,8
20180713-012223:290,RETAIN,18
20180713-012108:704,RETAIN,63
20180713-012401:307,RETAIN,67
20180713-012357:767,RERUN,13
20180713-012723:021,RETAIN,2
20180713-012540:947,RERUN,20
20180713-012723:860,RETAIN,12
20180713-012604:346,RETAIN,12
20180713-012510:296,RERUN,17
20180713-012558:256,RETAIN,25
20180713-011632:540,RETAIN,12
20180713-012323:403,RETAIN,20
20180713-012326:875,RETAIN,21
20180713-013022:648,RETAIN,20
20180713-013019:660,RETAIN,36
20180713-013050:982,RETAIN,87
20180713-013908:790,RETAIN,21
20180713-013319:864,RETAIN,4
20180713-013523:426,RETAIN,10
20180713-013511:010,RETAIN,17
20180713-013524:422,RETAIN,3
20180713-012638:965,RETAIN,10
20180713-013637:311,RERUN,14
20180713-012837:522,RETAIN,2
20180713-013340:481,RETAIN,6
20180713-013336:631,RETAIN,18
20180713-013407:646,RERUN,20
20180713-014434:617,RETAIN,14
20180713-013237:773,RETAIN,6
20180713-012326:696,RETAIN,16
20180713-014037:948,RETAIN,62
20180713-013727:859,RETAIN,10
20180713-014526:050,RETAIN,14
20180713-013638:522,RETAIN,16
20180713-013939:943,RETAIN,30
20180713-012941:854,RETAIN,99
20180713-014900:045,RETAIN,27
20180713-014316:462,RETAIN,8
20180713-014051:259,RETAIN,22
20180713-014302:736,RETAIN,75
20180713-014403:394,RETAIN,10
20180713-014455:090,RETAIN,13
20180713-014426:815,RETAIN,9
20180713-014405:978,RETAIN,13
20180713-015344:748,RETAIN,15
20180713-014356:764,RETAIN,4
20180713-014914:960,RETAIN,20
20180713-014729:722,RETAIN,10
20180713-014608:073,RETAIN,5
20180713-014811:883,RETAIN,24
20180713-015029:654,RETAIN,6
20180713-014743:923,RETAIN,8
20180713-015606:016,RETAIN,13
20180713-015805:747,RETAIN,14
20180713-015727:387,RETAIN,23
20180713-015916:541,RETAIN,22
20180713-015237:205,RETAIN,16
20180713-015344:667,RETAIN,21
20180713-020215:658,RETAIN,15
20180713-020228:555,RETAIN,28
20180713-015210:074,RETAIN,7
20180713-015216:385,RETAIN,3
20180713-015446:380,RETAIN,25
20180713-020503:623,RETAIN,13
20180713-020626:835,RETAIN,11
20180713-015525:434,RETAIN,9
20180713-013743:916,RETAIN,17
20180713-014332:761,RETAIN,14
20180713-015801:405,RETAIN,6
20180713-020300:057,RETAIN,11
20180713-020923:058,RETAIN,22
20180713-020002:756,RETAIN,12
20180713-020358:550,RETAIN,11
20180713-020330:813,RETAIN,12
20180713-020200:322,RERUN,9
20180713-020623:823,RETAIN,49
20180713-015123:794,RETAIN,18
20180713-020751:439,RETAIN,10
20180713-020933:387,RETAIN,6
20180713-021445:105,RETAIN,8
20180713-021444:312,RETAIN,14
20180713-021238:604,RETAIN,7
20180713-015912:125,RETAIN,80
20180713-021826:953,RETAIN,5
20180713-021600:796,RERUN,18
20180713-022108:012,RETAIN,8
20180713-020737:796,RETAIN,4
20180713-022358:966,RETAIN,12
20180713-022701:766,RETAIN,6
20180713-022453:666,RETAIN,17
20180713-022713:997,RETAIN,7
20180713-021949:260,RETAIN,13
20180713-022515:743,RETAIN,7
20180713-023518:749,RETAIN,4
20180713-022628:221,RETAIN,20
20180713-023313:183,RETAIN,6
20180713-023802:071,RETAIN,12
20180713-023859:159,RETAIN,12
20180713-024020:398,RETAIN,47
20180713-023145:786,RETAIN,51
20180713-024614:420,RETAIN,10
20180713-023915:106,RETAIN,6
20180713-024724:175,RETAIN,8
20180713-024740:062,RETAIN,7
20180713-024947:309,RETAIN,13
20180713-023933:622,RETAIN,9
20180713-025225:858,RETAIN,47
20180713-024544:734,RETAIN,22
20180713-025456:279,RETAIN,11
20180713-025417:058,RETAIN,10
20180713-025903:945,RETAIN,40
20180713-030021:384,RETAIN,9
20180713-030600:593,RETAIN,13
20180713-030251:608,RETAIN,6
20180713-025448:855,RETAIN,2
20180713-030629:843,RETAIN,16
20180713-025831:316,RETAIN,23
20180713-025800:802,RETAIN,1
20180713-031308:574,RETAIN,47
20180713-031043:049,RETAIN,8
20180713-031214:210,RETAIN,12
20180713-031410:675,RETAIN,14
20180713-031744:341,RETAIN,8
20180713-032022:039,RETAIN,7
20180713-030753:229,RETAIN,15
20180713-032057:094,RETAIN,12
20180713-032208:959,RETAIN,21
20180713-031330:323,RETAIN,10
20180713-032345:405,RETAIN,13
20180713-032356:710,RETAIN,10
20180713-033032:279,RETAIN,37
20180713-033240:517,RETAIN,20
20180713-033258:805,RETAIN,17
20180713-032315:243,RETAIN,8
20180713-032936:102,RETAIN,32
20180713-033659:023,RETAIN,10
20180713-032653:616,RETAIN,25
20180713-033840:853,RETAIN,12
20180713-034111:150,RETAIN,28
20180713-034332:338,RETAIN,6
20180713-034500:867,RETAIN,31
20180713-034256:657,RETAIN,8
20180713-034401:315,RETAIN,10
20180713-033602:987,RETAIN,37
20180713-035221:827,RETAIN,10
20180713-035059:338,RETAIN,73
20180713-034139:764,RETAIN,8
20180713-035318:912,RETAIN,8
20180713-035434:898,RETAIN,20
20180713-035428:945,RETAIN,8
20180713-040205:658,RETAIN,7
20180713-035512:115,RETAIN,12
20180713-040219:240,RETAIN,2
20180713-040531:100,RETAIN,18
20180713-040237:644,RETAIN,11
20180713-035558:418,RETAIN,16
20180713-035335:519,RETAIN,16
20180713-041145:867,RETAIN,55
20180713-040942:898,RETAIN,16
20180713-041336:940,RETAIN,49
20180713-041436:772,RETAIN,17
20180713-041503:378,RETAIN,15
20180713-041258:495,RETAIN,10
20180713-041004:813,RETAIN,18
20180713-041017:239,RERUN,44
20180713-042117:879,RERUN,9
20180713-042007:261,RETAIN,12
20180713-042334:436,RETAIN,26
20180713-042337:998,RETAIN,29
20180713-042509:160,RETAIN,6
20180713-042329:218,RETAIN,8
20180713-043629:964,RETAIN,82
20180713-043158:042,RETAIN,6
20180713-043347:862,RETAIN,6
20180713-043426:498,RETAIN,10
20180713-043124:542,RETAIN,6
20180713-042447:154,RETAIN,10
20180713-042326:672,RETAIN,25
20180713-044348:770,RETAIN,20
20180713-044257:322,RETAIN,24
20180713-044418:720,RETAIN,47
20180713-045226:585,RETAIN,25
20180713-045314:641,RETAIN,17
20180713-043848:089,RETAIN,29
20180713-044029:984,RETAIN,10
20180713-050055:870,RETAIN,20
20180713-050646:171,RETAIN,26
20180713-045442:383,RETAIN,19
20180713-045325:654,RERUN,5
20180713-050933:489,RERUN,2
20180713-050836:200,RETAIN,14
20180713-052325:665,RETAIN,7
20180713-052234:260,RETAIN,7
20180713-054055:978,RETAIN,17
20180713-054037:920,RETAIN,55
20180713-055502:341,RETAIN,18
