start.time,v.M
20180706-023410:343,2
20180706-023322:385,8
20180706-024300:347,108
20180706-025236:015,0
20180706-025716:124,73
20180706-030159:061,112
20180706-030318:106,103
20180706-031803:130,106
20180706-031937:578,112
20180706-033354:812,38
20180706-033802:885,107
20180706-034033:000,112
20180706-035408:368,112
