Start Time,Reason,Code Version,Inputs Directory,Total Pop,Seed Pop Size,Completed,Sim Length,Timestep,Input Width,Start Pop,End Pop,Peak Pop,Start Date,End Date,Sim Run time,CT Run time,Records Run time,Results Directory,Birth Factor,Death Factor,Recovery Factor,Proportional Recovery Factor,binomial Sampling,Min Birth Spacing,Peak Memory Usage (MB),Output Record Format,v/M,Stats Run Time,Eligibility Checks,Failed Eligibility Checks
20180706-194639:554,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1319498,31250,TRUE,58439,1y,10y,276234,553867,553867,1/1/1855,01/01/2015,80.70056705,296.2021637,1.75E-06,src/main/resources/valipop/results/batch53-fs/20180706-194639:554,0,0,0.4,0.1,TRUE,147,9030.745608,NONE,20,386.0903701,,
20180706-194835:159,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1186700,31250,TRUE,58439,1y,10y,248194,498839,498839,1/1/1855,01/01/2015,72.57310688,251.9218558,1.89E-06,src/main/resources/valipop/results/batch53-fs/20180706-194835:159,0,0,0.6,0.6,TRUE,147,8831.084952,NONE,21,336.6490443,,
20180706-194855:694,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1189903,31250,TRUE,58439,1y,10y,249125,499463,499463,1/1/1855,01/01/2015,78.12918517,262.8974787,2.23E-06,src/main/resources/valipop/results/batch53-fs/20180706-194855:694,0,0,0.4,0.2,TRUE,147,9178.915888,NONE,50,363.8886522,,
20180706-195142:879,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1187024,31250,TRUE,58439,1y,10y,248197,498579,498579,1/1/1855,01/01/2015,74.43508583,243.0016778,2.68E-06,src/main/resources/valipop/results/batch53-fs/20180706-195142:879,0,0,0.6,0.6,TRUE,147,9040.185392,NONE,36,345.7801958,,
20180706-195142:269,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1187232,31250,TRUE,58439,1y,10y,248353,498474,498474,1/1/1855,01/01/2015,73.49096908,253.2414139,2.06E-06,src/main/resources/valipop/results/batch53-fs/20180706-195142:269,0,0,0.6,0.6,TRUE,147,8944.598552,NONE,58,339.6225023,,
20180706-195051:373,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1192446,31250,TRUE,58439,1y,10y,249397,501225,501225,1/1/1855,01/01/2015,77.66021655,284.6174053,2.28E-06,src/main/resources/valipop/results/batch53-fs/20180706-195051:373,0,0,0.4,0.1,TRUE,147,9167.419592,NONE,16,400.7393555,,
20180706-195245:029,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1189982,31250,TRUE,58439,1y,10y,249024,499917,499917,1/1/1855,01/01/2015,79.94300806,275.8148652,2.26E-06,src/main/resources/valipop/results/batch53-fs/20180706-195245:029,0,0,0.4,0.1,TRUE,147,8966.551272,NONE,17,372.1187401,,
20180706-195428:692,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1189192,31250,TRUE,58439,1y,10y,248838,499596,499596,1/1/1855,01/01/2015,66.15120751,242.670472,1.85E-06,src/main/resources/valipop/results/batch53-fs/20180706-195428:692,0,0,0.6,0.7,TRUE,147,9027.586856,NONE,28,334.0486611,,
20180706-193358:914,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1327048,31250,TRUE,58439,1y,10y,277921,556872,556872,1/1/1855,01/01/2015,205.8107805,657.5261359,2.68E-06,src/main/resources/valipop/results/batch53-fs/20180706-193358:914,0,0,0.1,0.1,TRUE,147,8681.99312,NONE,38,1018.582613,,
20180706-195113:626,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1111626,31250,TRUE,58439,1y,10y,232498,466913,466913,1/1/1855,01/01/2015,76.11716213,432.4234217,2.10E-06,src/main/resources/valipop/results/batch53-fs/20180706-195113:626,0,0,0.5,0,TRUE,147,9073.512984,NONE,9,347.0677606,,
20180706-195126:081,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1191837,31250,TRUE,58439,1y,10y,249294,500705,500705,1/1/1855,01/01/2015,71.96935359,451.314985,1.84E-06,src/main/resources/valipop/results/batch53-fs/20180706-195126:081,0,0,0.5,0,TRUE,147,8536.975448,NONE,0,355.3049431,,
20180706-192917:712,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1184705,31250,TRUE,58439,1y,10y,247808,497211,497211,1/1/1855,01/01/2015,175.0513351,1143.709383,2.58E-06,src/main/resources/valipop/results/batch53-fs/20180706-192917:712,0,0,0.2,0,TRUE,147,7219.839944,NONE,79,931.3939152,,
20180706-195623:128,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1186563,31250,TRUE,58439,1y,10y,248374,498335,498335,1/1/1855,01/01/2015,75.65950823,254.6657333,1.97E-06,src/main/resources/valipop/results/batch53-fs/20180706-195623:128,0,0,0.4,0.2,TRUE,147,9074.225992,NONE,22,362.2803059,,
20180706-195759:728,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1190591,31250,TRUE,58439,1y,10y,249106,500071,500071,1/1/1855,01/01/2015,76.1604602,265.0390874,2.36E-06,src/main/resources/valipop/results/batch53-fs/20180706-195759:728,0,0,0.4,0.2,TRUE,147,9103.523136,NONE,21,368.2037795,,
20180706-195925:145,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1188654,31250,TRUE,58439,1y,10y,248633,499034,499034,1/1/1855,01/01/2015,72.89978113,265.4980091,1.87E-06,src/main/resources/valipop/results/batch53-fs/20180706-195925:145,0,0,0.4,0.1,TRUE,147,9134.423312,NONE,20,365.784395,,
