Start Time,Reason,Code Version,Inputs Directory,Total Pop,Seed Pop Size,Completed,Sim Length,Timestep,Input Width,Start Pop,End Pop,Peak Pop,Start Date,End Date,Sim Run time,CT Run time,Records Run time,Results Directory,Birth Factor,Death Factor,Recovery Factor,Proportional Recovery Factor,Binominal Sampling,Min Birth Spacing,Peak Memory Usage (MB),Output Record Format,v/M,Stats Run Time
20180706-110814:306,batch56-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,8424024,250000,TRUE,58439,1y,10y,1761866,3539720,3539720,1/1/1855,01/01/2015,1302.55234,1716.539751,6.74E-06,src/main/resources/valipop/results/batch56-fs/20180706-110814:306,0,0,0.6,0.6,TRUE,147,34241.58552,NONE,0,666.0348062
20180706-121006:872,batch56-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,9517108,250000,TRUE,58439,1y,10y,1991722,3995182,3995182,1/1/1855,01/01/2015,1476.38535,1909.221994,2.44E-06,src/main/resources/valipop/results/batch56-fs/20180706-121006:872,0,0,0.6,0.6,TRUE,147,36283.5574,NONE,2,677.7344819
20180706-131831:279,batch56-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,9491767,250000,TRUE,58439,1y,10y,1989085,3980918,3980918,1/1/1855,01/01/2015,1466.356227,1904.075661,1.47E-05,src/main/resources/valipop/results/batch56-fs/20180706-131831:279,0,0,0.6,0.6,TRUE,147,41009.916,NONE,2,667.7888639
20180706-142619:422,batch56-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,9478871,250000,TRUE,58439,1y,10y,1983473,3980502,3980502,1/1/1855,01/01/2015,1464.982656,1944.248286,3.71E-06,src/main/resources/valipop/results/batch56-fs/20180706-142619:422,0,0,0.6,0.6,TRUE,147,37540.01306,NONE,0,660.3224987
20180706-153438:955,batch56-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,9486409,250000,TRUE,58439,1y,10y,1984126,3985036,3985036,1/1/1855,01/01/2015,1478.962462,1929.283842,4.32E-06,src/main/resources/valipop/results/batch56-fs/20180706-153438:955,0,0,0.6,0.6,TRUE,147,43288.36958,NONE,6,672.6562991
20180706-164309:311,batch56-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,9590044,250000,TRUE,58439,1y,10y,2006683,4024627,4024627,1/1/1855,01/01/2015,1462.727694,1935.049839,3.99E-06,src/main/resources/valipop/results/batch56-fs/20180706-164309:311,0,0,0.6,0.3,TRUE,147,39047.50291,NONE,0,657.2942019
20180706-175139:166,batch56-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,9542199,250000,TRUE,58439,1y,10y,1995945,4007335,4007335,1/1/1855,01/01/2015,1460.186619,1889.484638,5.96E-06,src/main/resources/valipop/results/batch56-fs/20180706-175139:166,0,0,0.6,0.3,TRUE,147,37207.47446,NONE,2,665.5817229
20180706-185903:964,batch56-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,9524685,250000,TRUE,58439,1y,10y,1991173,3999680,3999680,1/1/1855,01/01/2015,1465.334216,1923.546319,5.74E-06,src/main/resources/valipop/results/batch56-fs/20180706-185903:964,0,0,0.6,0.3,TRUE,147,36645.95609,NONE,1,677.7272693
20180706-200719:919,batch56-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,10558697,250000,TRUE,58439,1y,10y,2210940,4432466,4432466,1/1/1855,01/01/2015,1677.67486,2043.881474,3.62E-06,src/main/resources/valipop/results/batch56-fs/20180706-200719:919,0,0,0.6,0.3,TRUE,147,51290.13002,NONE,4,667.1608619
20180706-212113:883,batch56-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,9511242,250000,TRUE,58439,1y,10y,1990589,3994245,3994245,1/1/1855,01/01/2015,1459.699271,1911.937552,6.02E-06,src/main/resources/valipop/results/batch56-fs/20180706-212113:883,0,0,0.6,0.3,TRUE,147,46193.36766,NONE,2,667.7025008
