20170806-210242:515,1,1,1,1,0,FALSE,2.856
20170806-210700:590,1,1,1,1,0,FALSE,2.794
20170806-210953:024,1,1,1,1,0,FALSE,2.784
20170806-211315:589,1,1,1,1,0,FALSE,2.794
20170806-211607:353,1,1,1,1,0,FALSE,2.791
