Source,Age,NCIY,Date,freq
STAT,15to49,1,1890,9903.945687222837
STAT,15to49,1,1891,9902.009855591843
SIM,15to49,0,1858,161092
SIM,15to49,0,1859,161048
SIM,15to49,0,1854,160785
SIM,15to49,0,1855,161188
SIM,50+,1,1940,1
SIM,15to49,0,1856,161152
SIM,15to49,0,1857,161104
STAT,50+,0,2009,119106.86968854415
SIM,15to49,0,1861,160978
SIM,15to49,0,1862,160933
SIM,15to49,0,1863,160908
SIM,15to49,0,1864,160852
STAT,50+,0,2011,119060.69760830152
STAT,50+,0,2010,119083.77910599262
SIM,15to49,0,1860,161014
SIM,15to49,0,1869,160701
STAT,50+,0,2015,118968.45564170755
STAT,50+,0,2014,118991.50486104684
STAT,50+,0,2013,119014.56109707187
STAT,50+,0,2012,119037.62512867633
SIM,15to49,0,1865,160834
SIM,15to49,0,1866,160816
SIM,50+,1,1951,1
SIM,15to49,0,1867,160761
SIM,15to49,0,1868,160741
STAT,50+,0,2016,118945.41255255997
SIM,15to49,0,1872,160563
SIM,15to49,0,1873,160579
SIM,15to49,0,1874,160542
SIM,15to49,0,1875,160496
SIM,15to49,0,1870,160671
SIM,15to49,0,1871,160655
SIM,15to49,0,1876,160475
SIM,15to49,0,1877,160435
SIM,50+,1,1962,1
SIM,15to49,0,1878,160389
SIM,15to49,0,1879,160366
STAT,0to14,0,2001,71977.27240276744
STAT,0to14,0,2002,71963.32860950196
STAT,0to14,0,2000,71991.21687504175
SIM,0to14,0,2000,71766
STAT,0to14,0,2005,71921.50011982974
SIM,0to14,0,2001,71746
STAT,0to14,0,2006,71907.55842207574
SIM,0to14,0,2002,71727
STAT,0to14,0,2003,71949.38532190074
SIM,0to14,0,2003,71708
STAT,0to14,0,2004,71935.44247406344
SIM,15to49,0,1883,160216
SIM,15to49,0,1884,160200
SIM,15to49,0,1885,160157
SIM,15to49,0,1886,160106
SIM,15to49,0,1880,160310
SIM,15to49,0,1881,160305
SIM,15to49,0,1882,160221
SIM,0to14,0,2004,71695
SIM,0to14,0,2005,71675
SIM,0to14,0,2006,71677
SIM,0to14,0,2007,71648
SIM,0to14,0,2008,71637
SIM,15to49,0,1887,160084
SIM,0to14,0,2009,71621
SIM,15to49,0,1888,160049
SIM,15to49,0,1889,160004
STAT,0to14,0,2012,71823.94083460742
STAT,0to14,0,2013,71810.01368248095
STAT,0to14,0,2010,71851.80452882561
STAT,0to14,0,2011,71837.87124046442
STAT,0to14,0,2016,71768.25449441616
STAT,0to14,0,2017,4832.3673881439845
STAT,0to14,0,2014,71796.09009324452
STAT,0to14,0,2015,71782.17030822688
SIM,15to49,0,1894,159855
SIM,15to49,0,1895,159807
SIM,15to49,0,1896,159780
SIM,15to49,0,1897,159730
SIM,15to49,0,1890,159981
STAT,50+,0,2000,119315.0172404689
SIM,15to49,0,1891,159948
SIM,15to49,0,1892,159941
SIM,15to49,0,1893,159865
STAT,50+,0,2004,119222.4512370778
STAT,0to14,0,2009,71865.74030105016
SIM,50+,1,1988,1
STAT,50+,0,2003,119245.58795303326
STAT,50+,0,2002,119268.72874376288
STAT,0to14,0,2007,71893.61764494388
STAT,50+,0,2001,119291.87221730385
STAT,0to14,0,2008,71879.67814282292
SIM,15to49,0,1898,159717
STAT,50+,0,2008,119129.96938256893
SIM,15to49,0,1899,159679
STAT,50+,0,2007,119153.07795844506
STAT,50+,0,2006,119176.19494569078
STAT,50+,0,2005,119199.31982410098
STAT,15to49,1,1926,9834.704379214378
STAT,15to49,1,1927,9832.795534331739
STAT,15to49,1,1924,9838.546199760553
STAT,15to49,1,1925,9836.617497193673
STAT,15to49,1,1928,9830.893341790765
STAT,15to49,1,1929,9828.997763517315
SIM,15to49,1,1964,9730
SIM,15to49,1,1963,9750
SIM,15to49,1,1966,9750
SIM,15to49,1,1965,9726
SIM,15to49,1,1968,9716
STAT,15to49,1,1922,9842.40682213495
SIM,15to49,1,1967,9741
STAT,15to49,1,1923,9840.474172232898
STAT,15to49,1,1920,9846.275554623324
SIM,15to49,1,1969,9743
STAT,15to49,1,1921,9844.344034318407
SIM,15to49,1,1960,9742
SIM,15to49,1,1962,9740
SIM,15to49,1,1961,9749
STAT,15to49,1,1937,9813.90924484002
STAT,15to49,1,1938,9812.02057555106
STAT,15to49,1,1935,9817.684675115279
STAT,15to49,1,1936,9815.797208237944
STAT,15to49,1,1939,9810.128105886057
SIM,15to49,1,1975,9737
SIM,15to49,1,1974,9714
STAT,15to49,1,1930,9827.104880661096
SIM,15to49,1,1977,9712
SIM,15to49,1,1976,9702
SIM,15to49,1,1979,9708
STAT,15to49,1,1933,9821.448379733665
SIM,15to49,1,1978,9708
STAT,15to49,1,1934,9819.567306391797
STAT,15to49,1,1931,9825.215813084695
STAT,15to49,1,1932,9823.330362439347
SIM,15to49,1,1971,9717
SIM,15to49,1,1970,9725
SIM,15to49,1,1973,9718
SIM,15to49,1,1972,9717
SIM,15to49,1,1939,9783
STAT,15to49,1,1948,9792.968276363754
SIM,15to49,1,1938,9798
STAT,15to49,1,1949,9791.058034476568
STAT,15to49,1,1946,9796.790734994536
STAT,15to49,1,1947,9794.87918304372
SIM,15to49,1,1942,9786
STAT,15to49,1,1940,9808.23189611819
STAT,15to49,0,2014,152520.5358360638
SIM,15to49,1,1941,9803
STAT,15to49,1,1941,9806.330092440381
STAT,15to49,0,2015,152490.97117166402
SIM,15to49,1,1944,9771
STAT,15to49,0,2012,152579.67173380754
SIM,15to49,1,1943,9777
STAT,15to49,0,2013,152550.10279472635
SIM,15to49,1,1946,9787
STAT,15to49,1,1944,9800.612031120769
STAT,15to49,0,2010,152638.8151910999
SIM,15to49,1,1945,9779
STAT,15to49,1,1945,9798.70199026591
STAT,15to49,0,2011,152609.24252916314
SIM,15to49,1,1948,9778
STAT,15to49,1,1942,9804.42602555818
SIM,15to49,1,1947,9775
STAT,15to49,1,1943,9802.520429382947
SIM,15to49,1,1940,9777
STAT,15to49,0,2016,152461.4092934089
STAT,15to49,1,1959,9772.08529953524
SIM,15to49,1,1949,9769
STAT,15to49,1,1957,9775.861987334732
STAT,15to49,1,1958,9773.972930186143
SIM,15to49,1,1953,9770
STAT,15to49,1,1951,9787.24432152555
SIM,15to49,1,1952,9755
STAT,15to49,1,1952,9785.340704708877
SIM,15to49,1,1955,9759
SIM,15to49,1,1954,9762
STAT,15to49,1,1950,9789.149688988535
SIM,15to49,1,1957,9760
STAT,15to49,1,1955,9779.645329926081
SIM,15to49,1,1956,9750
STAT,15to49,1,1956,9777.752821059117
SIM,15to49,1,1959,9748
STAT,15to49,1,1953,9783.43962954112
SIM,15to49,1,1958,9753
STAT,15to49,1,1954,9781.541079586665
SIM,15to49,1,1951,9753
SIM,15to49,1,1950,9770
SIM,0to14,0,1890,73471
SIM,0to14,0,1891,73442
SIM,0to14,0,1892,73433
SIM,0to14,0,1893,73418
STAT,15to49,1,1968,9755.100824312163
STAT,15to49,1,1969,9753.209621933845
STAT,15to49,1,1962,9766.427530845554
STAT,15to49,1,1963,9764.541710107009
STAT,15to49,1,1960,9770.198728194688
STAT,15to49,1,1961,9768.313131542605
STAT,15to49,1,1966,9758.880003803151
STAT,15to49,1,1967,9756.9909375076
STAT,15to49,1,1964,9762.655331029067
STAT,15to49,1,1965,9760.768096215921
SIM,0to14,0,1894,73396
SIM,0to14,0,1895,73390
SIM,0to14,0,1896,73374
SIM,0to14,0,1897,73363
SIM,0to14,0,1898,73335
SIM,0to14,0,1899,73311
SIM,0to14,0,1880,73618
SIM,0to14,0,1881,73597
SIM,0to14,0,1882,73588
STAT,15to49,1,1979,9734.285901783316
STAT,15to49,0,2003,152845.93021955751
STAT,15to49,1,1973,9745.63786938634
STAT,15to49,0,2004,152816.32442199992
STAT,15to49,1,1974,9743.744398864806
STAT,15to49,0,2001,152905.16981157128
STAT,15to49,1,1971,9749.424538884223
STAT,15to49,0,2002,152875.54501644467
STAT,15to49,1,1972,9747.531299857099
STAT,15to49,1,1977,9738.066592073257
STAT,15to49,1,1978,9736.175715934982
STAT,15to49,0,2000,152934.8051966815
STAT,15to49,1,1975,9741.85116617999
STAT,15to49,1,1976,9739.95844997245
SIM,0to14,0,1883,73581
SIM,0to14,0,1884,73562
SIM,0to14,0,1885,73533
STAT,15to49,0,2009,152668.39019324633
SIM,0to14,0,1886,73526
SIM,0to14,0,1887,73510
STAT,15to49,0,2007,152727.54952644452
SIM,0to14,0,1888,73498
STAT,15to49,0,2008,152697.9680690113
STAT,15to49,1,1970,9751.317440141376
SIM,0to14,0,1889,73480
STAT,15to49,0,2005,152786.7265668114
STAT,15to49,0,2006,152757.13542386467
SIM,50+,0,1990,125963
STAT,50+,0,1899,125582.87076983869
SIM,50+,0,1991,125954
SIM,50+,0,1992,125929
SIM,50+,0,1993,125902
SIM,50+,0,1994,125873
SIM,15to49,1,1986,9704
STAT,15to49,1,1984,9724.85486315495
SIM,15to49,1,1985,9676
STAT,15to49,1,1985,9722.97199005306
SIM,15to49,1,1988,9685
STAT,15to49,1,1982,9728.623697138786
SIM,15to49,1,1987,9689
STAT,15to49,1,1983,9726.73873173086
STAT,15to49,1,1988,9717.327720168634
SIM,15to49,1,1989,9696
STAT,15to49,1,1989,9715.44723471601
STAT,15to49,1,1986,9721.08995694133
STAT,15to49,1,1987,9719.208575555458
SIM,50+,0,1995,125838
SIM,50+,0,1996,125809
SIM,50+,0,1997,125802
SIM,15to49,1,1980,9699
SIM,50+,0,1998,125762
SIM,50+,0,1999,125747
SIM,15to49,1,1982,9718
STAT,15to49,1,1980,9732.397269694764
SIM,15to49,1,1981,9711
STAT,15to49,1,1981,9730.50986229439
SIM,15to49,1,1984,9706
SIM,15to49,1,1983,9679
SIM,15to49,1,1997,9674
STAT,15to49,1,1995,9704.165174434018
SIM,15to49,1,1996,9675
SIM,50+,1,1908,1
STAT,15to49,1,1996,9702.284394230963
SIM,15to49,1,1999,9675
STAT,15to49,1,1993,9707.926266192297
SIM,15to49,1,1998,9661
STAT,15to49,1,1994,9706.045801115752
SIM,50+,1,1903,1
STAT,15to49,1,1999,9696.641522999988
SIM,50+,1,1904,1
STAT,15to49,1,1997,9700.403477089632
STAT,15to49,1,1998,9698.522493579203
SIM,15to49,1,1991,9684
SIM,15to49,1,1990,9661
SIM,15to49,1,1993,9677
STAT,15to49,1,1991,9711.68680907041
SIM,15to49,1,1992,9696
STAT,15to49,1,1992,9709.806587472685
SIM,15to49,1,1995,9678
SIM,15to49,1,1994,9675
STAT,15to49,1,1990,9713.56697775645
STAT,50+,0,1879,132508.40467997096
STAT,50+,0,1878,132749.60199207067
STAT,50+,0,1877,132966.06051936303
SIM,0to14,0,1858,73965
SIM,0to14,0,1859,73955
STAT,50+,0,1883,131365.97744958315
STAT,50+,0,1882,131674.4490799198
STAT,50+,0,1881,131967.4745905299
STAT,50+,0,1880,132241.3159716368
SIM,0to14,0,1854,73772
STAT,50+,0,1887,130015.39712861845
SIM,0to14,0,1855,74014
STAT,50+,0,1886,130351.32525727926
SIM,0to14,0,1856,73999
STAT,50+,0,1885,130706.53508039488
SIM,0to14,0,1857,73980
STAT,50+,0,1884,131044.99110908818
STAT,50+,0,1889,129278.379114984
STAT,50+,0,1888,129650.56691243566
SIM,15to49,0,2005,156106
SIM,15to49,0,2004,156135
SIM,15to49,0,2007,156026
SIM,15to49,0,2006,156050
SIM,15to49,0,2001,156245
STAT,50+,0,1890,128895.50133861104
SIM,15to49,0,2000,156261
SIM,15to49,0,2003,156177
SIM,15to49,0,2002,156194
STAT,50+,0,1894,127385.90258799409
STAT,50+,0,1893,127767.2026669204
STAT,50+,0,1892,128139.5120878808
STAT,50+,0,1891,128514.4107883992
SIM,15to49,0,2009,155965
STAT,50+,0,1898,125931.27446098858
SIM,15to49,0,2008,155998
STAT,50+,0,1897,126289.97454571558
STAT,50+,0,1896,126655.30228427747
STAT,50+,0,1895,127017.35842633387
STAT,50+,0,1858,134347.90942689325
STAT,50+,0,1857,134377.25626372854
SIM,50+,0,2000,125714
STAT,50+,0,1856,134404.1053893833
SIM,50+,0,2001,125679
STAT,50+,0,1855,134428.98010706954
SIM,50+,0,2002,125647
SIM,50+,0,2003,125632
SIM,50+,0,2004,125607
SIM,0to14,0,1870,73777
SIM,50+,0,2005,125571
SIM,0to14,0,1871,73762
STAT,50+,0,1859,134311.21902932445
SIM,15to49,0,2010,155930
STAT,0to14,0,1907,73299.47209573639
SIM,15to49,0,2015,423
STAT,0to14,0,1908,73285.19642286924
STAT,0to14,0,1905,73328.2081366868
STAT,0to14,0,1906,73313.82619750075
SIM,15to49,0,2012,155855
SIM,15to49,0,2011,155909
SIM,15to49,0,2014,155820
STAT,0to14,0,1909,73271.02481339213
SIM,15to49,0,2013,155832
SIM,50+,0,2006,125557
SIM,0to14,0,1872,73753
STAT,50+,0,1861,134256.68348110124
SIM,50+,0,2007,125531
SIM,0to14,0,1873,73729
STAT,50+,0,1860,134283.63918887556
STAT,0to14,0,1900,73401.00000510001
SIM,50+,0,2008,125491
SIM,0to14,0,1874,73704
SIM,50+,0,2009,125472
SIM,0to14,0,1875,73691
SIM,0to14,0,1876,73679
STAT,50+,0,1865,134119.08364791
STAT,0to14,0,1903,73357.32441796327
SIM,0to14,0,1877,73672
STAT,50+,0,1864,134156.27959205848
STAT,0to14,0,1904,73342.76218239641
SIM,0to14,0,1878,73648
STAT,50+,0,1863,134187.50452246773
STAT,0to14,0,1901,73386.48704149458
SIM,0to14,0,1879,73634
STAT,50+,0,1862,134223.16247326508
STAT,0to14,0,1902,73371.90016855008
STAT,50+,0,1869,133936.11066522618
SIM,50+,0,2010,125444
STAT,50+,0,1868,133990.67840721158
SIM,50+,0,2011,125411
STAT,50+,0,1867,134042.70739728902
SIM,50+,0,2012,125398
STAT,50+,0,1866,134081.59083616163
SIM,50+,0,2013,125367
SIM,50+,0,2014,125341
SIM,50+,0,2015,350
SIM,0to14,0,1860,73944
SIM,0to14,0,1869,73796
STAT,0to14,0,1918,73145.00033093293
STAT,0to14,0,1919,73130.99131536255
STAT,0to14,0,1916,73172.94968781575
STAT,0to14,0,1917,73158.97424641321
SIM,0to14,0,1861,73929
STAT,50+,0,1872,133712.97882692763
STAT,0to14,0,1910,73256.9012852697
SIM,0to14,0,1862,73901
STAT,50+,0,1871,133801.95197140658
STAT,0to14,0,1911,73242.81348916699
SIM,0to14,0,1863,73885
STAT,50+,0,1870,133872.52835228303
SIM,0to14,0,1864,73881
SIM,0to14,0,1865,73862
STAT,50+,0,1876,133158.8389473104
STAT,0to14,0,1914,73200.86479965015
SIM,0to14,0,1866,73848
STAT,50+,0,1875,133332.9933780253
STAT,0to14,0,1915,73186.92391410281
SIM,0to14,0,1867,73820
STAT,50+,0,1874,133478.19531102653
STAT,0to14,0,1912,73228.79503878213
SIM,0to14,0,1868,73810
STAT,50+,0,1873,133601.122015398
STAT,0to14,0,1913,73214.81693811128
SIM,15to49,1,1917,9834
SIM,15to49,1,1916,9842
SIM,15to49,1,1919,9815
SIM,15to49,1,1918,9841
SIM,15to49,1,1920,9840
STAT,0to14,0,1929,72988.88425376215
SIM,15to49,1,1922,9821
STAT,0to14,0,1927,73017.47497020478
SIM,15to49,1,1921,9832
STAT,0to14,0,1928,73003.18160368738
SIM,15to49,1,1924,9825
SIM,15to49,1,1923,9814
SIM,15to49,1,1926,9801
SIM,15to49,1,1925,9832
STAT,0to14,0,1921,73102.8171869319
STAT,0to14,0,1922,73088.66830566495
STAT,0to14,0,1920,73116.94022596341
STAT,0to14,0,1925,73046.03339597525
STAT,0to14,0,1926,73031.76187393423
STAT,0to14,0,1923,73074.49371836294
STAT,0to14,0,1924,73060.2782066422
STAT,0to14,0,1940,72833.04504160742
SIM,15to49,1,1928,9813
SIM,15to49,1,1927,9820
SIM,15to49,1,1929,9811
SIM,15to49,1,1931,9804
SIM,15to49,1,1930,9828
SIM,15to49,1,1933,9810
STAT,0to14,0,1938,72861.1557174321
SIM,15to49,1,1932,9800
STAT,0to14,0,1939,72847.09163416867
SIM,15to49,1,1935,9807
SIM,15to49,1,1934,9798
SIM,15to49,1,1937,9784
SIM,15to49,1,1936,9796
STAT,0to14,0,1932,72946.08226715281
STAT,0to14,0,1933,72931.8546913965
STAT,0to14,0,1930,72974.59634939626
STAT,0to14,0,1931,72960.33241991267
STAT,0to14,0,1936,72889.35158051575
STAT,0to14,0,1937,72875.24149837153
STAT,0to14,0,1934,72917.65318199247
STAT,0to14,0,1935,72903.48338578489
STAT,0to14,0,1950,72692.58925476922
STAT,0to14,0,1951,72678.4847133159
STAT,15to49,1,1904,9876.661168946377
STAT,15to49,1,1905,9874.847116531882
STAT,15to49,1,1902,9880.385112511427
STAT,15to49,1,1903,9878.521404626417
STAT,15to49,1,1908,9869.233344746044
STAT,15to49,1,1909,9867.364816499745
STAT,15to49,1,1906,9872.968220372763
STAT,15to49,1,1907,9871.083008320695
SIM,15to49,1,1900,9847
STAT,0to14,0,1949,72706.681116304
SIM,15to49,1,1902,9887
STAT,15to49,1,1900,9884.233825599775
SIM,15to49,1,1901,9879
STAT,15to49,1,1901,9882.319578375453
SIM,15to49,1,1904,9855
SIM,15to49,1,1903,9859
STAT,0to14,0,1943,72790.96663859375
STAT,0to14,0,1944,72776.94218578866
STAT,0to14,0,1941,72819.01444549135
STAT,0to14,0,1942,72804.98938119692
STAT,0to14,0,1947,72734.82176768898
STAT,0to14,0,1948,72720.75858195269
STAT,0to14,0,1945,72762.9113696539
STAT,0to14,0,1946,72748.87205608693
STAT,0to14,0,1961,72537.31982792505
STAT,0to14,0,1962,72523.24387883564
STAT,0to14,0,1960,72551.40845677553
SIM,15to49,1,1906,9863
STAT,15to49,1,1915,9855.9630606919
SIM,15to49,1,1905,9873
STAT,15to49,1,1916,9854.046207096419
SIM,15to49,1,1908,9859
STAT,15to49,1,1913,9859.81897658231
SIM,15to49,1,1907,9844
STAT,15to49,1,1914,9857.904423917345
STAT,15to49,1,1919,9848.235162968613
SIM,15to49,1,1909,9853
STAT,15to49,1,1917,9852.11512469443
STAT,15to49,1,1918,9850.180433835585
SIM,15to49,1,1911,9855
SIM,15to49,1,1910,9843
SIM,15to49,1,1913,9845
STAT,15to49,1,1911,9863.608551418933
SIM,15to49,1,1912,9850
STAT,15to49,1,1912,9861.712929328398
SIM,15to49,1,1915,9849
SIM,15to49,1,1914,9843
STAT,15to49,1,1910,9865.490262688858
STAT,0to14,0,1954,72636.12313666625
STAT,0to14,0,1955,72621.99300533868
STAT,0to14,0,1952,72664.37135812246
STAT,0to14,0,1953,72650.25029566468
STAT,0to14,0,1958,72579.61919085652
STAT,0to14,0,1959,72565.50868760036
STAT,0to14,0,1956,72607.8631329947
STAT,0to14,0,1957,72593.73788311539
STAT,50+,0,1913,122071.7759430747
STAT,50+,0,1912,122224.59289485778
STAT,50+,0,1911,122392.71391920984
STAT,50+,0,1910,122576.4509902451
STAT,50+,0,1917,121598.67278202581
STAT,50+,0,1916,121697.60921263543
STAT,50+,0,1915,121808.83960883187
STAT,50+,0,1914,121933.58484488977
STAT,50+,0,1919,121431.92516460433
STAT,50+,0,1918,121510.20324096587
STAT,15to49,0,1861,160645.2442080681
STAT,15to49,0,1860,160810.97545508956
STAT,15to49,0,1867,159391.44471496812
STAT,15to49,0,1866,159621.57573946778
SIM,50+,1,1879,1
STAT,15to49,0,1869,158923.497752827
STAT,15to49,0,1868,159161.0378994584
STAT,50+,0,1920,121362.02300456891
STAT,15to49,0,1863,160265.45626716546
STAT,15to49,0,1862,160461.09728343034
STAT,15to49,0,1865,159851.5998697206
STAT,15to49,0,1864,160056.28632535136
STAT,50+,0,1924,121152.09585552839
STAT,50+,0,1923,121196.38717013733
STAT,50+,0,1922,121245.6759234348
STAT,50+,0,1921,121300.35181351347
STAT,50+,0,1928,121010.82091609307
STAT,0to14,0,1862,73942.9970472779
STAT,50+,0,1927,121042.07411677597
STAT,0to14,0,1863,73934.94057551032
STAT,50+,0,1926,121075.61485672502
STAT,0to14,0,1860,73968.74332236582
STAT,50+,0,1925,121112.0823793313
STAT,0to14,0,1861,73951.06860824015
STAT,50+,0,1929,120981.59519175526
SIM,50+,0,1904,128310
STAT,15to49,0,1870,158684.92301896604
SIM,50+,0,1905,128296
SIM,50+,0,1906,128267
STAT,15to49,0,1872,158219.5791261627
SIM,50+,0,1907,128222
STAT,15to49,0,1871,158446.83081127467
SIM,50+,0,1908,128197
SIM,50+,0,1909,128191
STAT,15to49,0,1878,157114.60892547204
STAT,0to14,0,1855,69050.99999999999
STAT,15to49,0,1877,157261.35900300826
STAT,0to14,0,1856,74025.60586971
STAT,15to49,0,1879,156985.8362008643
SIM,50+,0,1900,128419
STAT,50+,0,1931,120927.46897941183
STAT,15to49,0,1874,157795.4327624503
STAT,0to14,0,1859,73984.50164072347
SIM,50+,0,1901,128403
STAT,50+,0,1930,120954.09739456704
STAT,15to49,0,1873,158006.04536179782
