1701	1	75	392357
1701	1	75	392357
1702	1	75	392357
1703	2	75	392357
1704	2	75	392357
1705	3	75	392357
1706	3	75	392357
1706	4	75	392357
1707	4	75	392357
1707	5	75	392357
1707	5	75	392357
1707	5	75	392357
1707	5	75	392357
1707	5	75	392357
1707	5	75	392357
1707	5	75	392357
1707	5	75	392357
1708	5	75	392357
1708	5	75	392357
1709	5	75	392357
1710	6	75	392357
1710	6	75	392357
1710	6	75	392357
1711	6	75	392357
1711	7	75	392357
1711	7	75	392357
1711	7	75	392357
1712	7	75	392357
1713	7	75	392357
1714	9	75	392357
1715	9	75	392357
1715	9	75	392357
1716	9	75	392357
1717	9	75	392357
1718	9	75	392357
1719	9	75	392357
1720	10	75	392357
1721	10	75	392357
1722	13	75	392357
1723	16	75	392357
1723	16	75	392357
1724	16	75	392357
1724	17	75	392357
1724	17	75	392357
1725	17	75	392357
1726	20	75	392357
1727	22	75	392357
1728	23	75	392357
1729	24	75	392357
1729	26	75	392357
1729	26	75	392357
1730	26	75	392357
1730	27	75	392357
1731	27	75	392357
1731	29	75	392357
1732	29	75	392357
1733	30	75	392357
1734	30	75	392357
1734	31	75	392357
1734	31	75	392357
1734	31	75	392357
1735	31	75	392357
1736	33	75	392357
1737	35	76	392357
1737	35	76	392357
1737	35	76	392357
1738	35	76	392357
1739	35	76	392357
1740	36	76	392357
1741	37	76	392357
1742	40	77	392357
1743	41	77	392357
1744	44	77	392357
1744	45	77	392357
1745	45	77	392357
1745	45	77	392357
1746	45	77	392357
1747	47	79	392357
1747	48	79	392357
1748	48	79	392357
1749	48	79	392357
1749	48	79	392357
1749	48	79	392357
1750	48	79	392357
1751	49	79	392357
1752	50	80	392357
1753	51	81	392357
1754	52	81	392357
1755	53	81	392357
1756	57	83	392357
1757	59	84	392357
1758	60	84	392357
1759	62	85	392357
1760	63	87	392357
1760	64	88	392357
1761	64	88	392357
1762	64	88	392357
1763	65	88	392357
1764	67	90	392357
1765	68	90	392357
