1680	1	75000	103005
1680	1	75000	103005
1681	1	75000	103005
1682	6	75000	103005
1683	12	75000	103005
1684	27	75000	103005
1685	38	75000	103005
1686	55	75000	103005
1687	75	75000	103005
1688	111	75000	103005
1689	149	75000	103005
1690	182	75000	103005
1691	228	75000	103005
1692	297	75000	103005
1693	395	75000	103005
1694	494	75000	103005
1695	614	75000	103005
1696	751	75000	103005
1697	900	75000	103005
1698	1086	75000	103005
1699	1299	75000	103005
1700	1531	75001	103005
1701	1811	75001	103005
1702	2103	75003	103005
1703	2461	75006	103005
1704	2817	75009	103005
1705	3242	75012	103005
1706	3661	75015	103005
1707	4125	75019	103005
1708	4578	75028	109819
1709	5091	75039	109819
1710	5589	75051	109819
1711	6154	75066	109819
1712	6740	75082	109819
1713	7355	75108	109819
1714	7992	75129	109819
1715	8662	75150	109819
1716	9381	75193	109819
1717	10107	75248	109819
1718	10851	75300	109819
1719	11610	75369	109819
1720	12420	75432	109819
1721	13290	75516	109819
1722	14163	75638	109819
1723	15004	75747	116632
1724	15907	75870	116632
1725	16806	76002	116632
1726	17776	76160	116632
1727	18766	76364	116632
1728	19800	76574	116632
1729	20814	76774	116632
1730	21833	77043	123446
1731	22902	77291	123446
1732	23983	77562	123446
1733	25157	77865	123446
1734	26284	78221	123446
1735	27435	78577	123446
1736	28658	78946	130259
1737	29903	79370	130259
1738	31179	79801	130259
1739	32486	80287	130259
1740	33767	80784	137072
1741	35105	81300	137072
1742	36404	81847	137072
1743	37802	82437	143886
1744	39258	83073	143886
1745	40682	83718	143886
1746	42186	84373	150699
1747	43670	85035	150699
1748	45220	85714	150699
1749	46835	86462	157512
1750	48433	87203	157512
1751	50025	88056	157512
1752	51633	88904	164326
1753	53224	89752	164326
1754	54862	90641	171139
1755	56468	91550	171139
1756	58161	92455	171139
1757	59790	93405	177952
1758	61442	94355	177952
1759	63132	95363	184766
1760	64877	96373	184766
1761	66689	97417	191579
1762	68459	98550	191579
1763	70269	99657	198392
1764	72071	100808	198392
1765	73925	101918	205206
1766	75704	103117	205206
1767	77484	104330	212019
1768	79354	105600	212019
1769	81089	106860	218832
1770	83005	108223	225646
1771	84915	109583	225646
1772	86856	111001	232459
1773	88744	112418	232459
1774	90646	113870	239272
1775	92522	115288	246086
1776	94511	116797	246086
1777	96460	118307	252899
1778	98362	119824	259712
1779	100311	121430	259712
1780	102289	123074	266526
1781	103418	124718	273339
1782	104518	126325	273339
1783	105529	127968	280152
1784	106620	129649	286966
1785	107645	131335	286966
1786	108731	133082	293779
1787	109812	134852	300593
1788	110748	136516	300593
1789	111684	138228	307406
1790	112599	139993	314219
1791	113541	141820	314219
1792	114517	143612	321033
1793	115440	145457	330482
1794	116371	147305	337295
1795	117243	149189	344108
1796	118166	150979	344108
1797	119049	152849	350922
1798	119885	154658	357735
1799	120793	156575	357735
1800	121655	158464	364548
1801	122613	160421	371362
1802	123514	162364	378175
1803	124311	164238	384988
1804	125301	166256	391802
1805	126251	168242	391802
1806	127104	170169	398615
1807	127868	172039	405429
1808	128577	174092	412242
1809	129204	176073	412242
1810	129726	178021	419055
1811	130238	180064	425869
1812	130741	182041	432682
1813	131102	183986	439495
1814	131473	185934	446309
1815	131956	187940	446309
1816	132259	189838	453122
1817	132658	191874	459935
1818	133056	193913	466749
1819	133337	195879	466749
1820	133629	197941	473562
1821	133994	199930	480375
1822	134299	201983	487189
1823	134789	204070	494002
1824	135136	206064	494002
1825	135460	208010	500815
1826	135842	209986	507629
1827	136206	212021	514442
1828	136491	213972	514442
1829	136797	215977	521256
1830	136977	217907	528069
1831	137113	219890	534882
1832	137278	221901	541696
1833	137450	223914	541696
1834	137396	225859	548509
1835	137421	227871	555322
1836	137568	229831	562136
1837	137621	231862	562136
1838	137844	233910	568949
1839	138017	235929	573942
1840	138115	237823	175171
1841	138308	239853	183129
1842	138390	241854	191087
1843	138532	243891	191087
1844	138675	245859	199045
1845	138676	247813	207003
1846	138656	249812	214961
1847	138756	251798	214961
1848	138907	253874	222919
1849	138917	255862	230877
1850	139021	257829	230877
1851	139024	259808	238835
1852	139054	261807	246793
1853	139005	263779	246793
1854	139109	265887	254751
1855	138983	267867	262709
1856	138855	269859	262709
1857	138907	271870	270667
1858	138918	273888	278625
1859	138869	275952	278625
1860	138840	278013	286583
1861	138922	280072	294541
1862	138956	282067	294541
1863	138994	284083	302499
1864	139150	286176	310457
1865	139210	288230	310457
1866	139281	290292	318415
1867	139462	292352	326373
1868	139774	294407	326373
1869	139873	296408	334331
1870	139982	298405	342289
1871	140109	300465	342289
1872	140359	302574	350247
1873	140603	304634	358205
1874	140866	306632	358205
1875	141061	308637	366163
1876	141123	310661	374121
1877	141341	312750	374121
1878	141471	314821	382079
1879	141650	316894	390037
1880	141847	318924	390037
